reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
13722-3.1.1.37-Q,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,13722,3.1.1.37,5.4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13742-2.6.1.28-Q,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,13742,2.6.1.28,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13770-1.1.1.6-Q,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,13770,1.1.1.6,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794-5.4.99.4-Q,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,13794,5.4.99.4,5.4.99;4.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13814-1.14.12.3-Q,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,1.14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13830-1.1.1.187-Q,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,13830,1.1.1.187,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13830-1.1.1.281-Q,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,13830,1.1.1.281,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13838-1.3.1.64-Q,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,13838,1.3.1.64,1.3.1;1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13910-2.4.2.16-Q,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,13910,2.4.2.16,2.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13954-3.1.1.96-Q,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,13954,3.1.1.96,3.6.1;3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13970-6.5.1.5-Q,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,13970,6.5.1.5,2.7.6;3.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998-1.2.1.25-Q,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,13998,1.2.1.25,1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010-2.5.1.67-Q,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,14010,2.5.1.67,2.5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046-2.7.8.23-Q,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,14046,2.7.8.23,4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054-2.5.1.55-Q,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,14054,2.5.1.55,2.5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14090-2.6.1.4-Q,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,14090,2.6.1.4,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14114-3.1.3.32-Q,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,14114,3.1.3.32,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14142-1.8.4.9-Q,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,14142,1.8.4.9,1.8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14270-1.6.5.5-Q,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,14270,1.6.5.5,1.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14282-1.8.2.1-Q,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,14282,1.8.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14306-6.1.1.15-Q,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,6.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14358-2.7.1.26-Q,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14394-2.1.1.301-Q,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,14394,2.1.1.301,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14470-1.2.1.32-Q,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,14470,1.2.1.32,1.2.1;1.14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14506-2.8.1.3-Q,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,1.11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14530-2.7.7.35-Q,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,14530,2.7.7.35,2.7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14650-2.4.1.318-Q,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,14650,2.4.1.318,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14714-1.1.99.12-Q,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,14714,1.1.99.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14738-4.6.1.6-Q,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,14738,4.6.1.6,4.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14762-2.3.1.50-Q,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,14762,2.3.1.50,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14874-1.1.1.190-Q,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,14874,1.1.1.190,1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14926-1.1.1.224-Q,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,14926,1.1.1.224,1.2.1;1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14970-2.1.1.144-Q,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,14970,2.1.1.144,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15014-3.5.99.13-Q,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,15014,3.5.99.13,3.5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15026-2.1.1.158-Q,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,15026,2.1.1.158,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15062-1.16.1.10-Q,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,15062,1.16.1.10,1.16.1;1.18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15062-1.16.1.7-Q,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,15062,1.16.1.7,1.16.1;1.18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15154-2.4.1.194-Q,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,15154,2.4.1.194,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15198-2.1.1.72-Q,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,15198,2.1.1.72,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15238-1.6.2.5-Q,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,15238,1.6.2.5,1.18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15250-2.4.1.136-Q,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,15250,2.4.1.136,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15254-4.1.1.6-Q,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,15254,4.1.1.6,4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15302-1.1.1.114-Q,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,15302,1.1.1.114,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15326-2.3.1.15-Q,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,15326,2.3.1.15,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15386-4.2.1.65-Q,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,15386,4.2.1.65,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15414-4.2.1.32-Q,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,15414,4.2.1.32,4.2.1;4.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15430-2.1.1.342-Q,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,15430,2.1.1.342,1.14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15458-1.3.1.19-Q,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,15458,1.3.1.19,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15558-7.2.2.11-Q,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,15558,7.2.2.11,7.3.2;7.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15562-2.1.1.110-Q,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,15562,2.1.1.110,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15586-1.3.99.31-Q,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,15586,1.3.99.31,1.3.99;1.13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15590-2.6.1.72-Q,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,15590,2.6.1.72,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15670-2.7.1.78-Q,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,15670,2.7.1.78,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15714-2.3.1.18-Q,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,15714,2.3.1.18,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15774-2.7.1.29-Q,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,15774,2.7.1.29,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15814-2.3.1.2-Q,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,15814,2.3.1.2,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15862-3.1.3.28-Q,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,15862,3.1.3.28,3.13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15922-2.4.1.184-Q,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,15922,2.4.1.184,3.1.4;2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16074-4.1.1.64-Q,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,16074,4.1.1.64,4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16118-6.2.1.16-Q,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,16118,6.2.1.16,6.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16182-2.1.1.82-Q,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,16182,2.1.1.82,2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16230-2.7.7.41-Q,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,16230,2.7.7.41,2.7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16242-2.4.1.13-Q,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,16242,2.4.1.13,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16254-1.3.1.49-Q,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,16254,1.3.1.49,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16302-3.2.2.5-Q,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,16302,3.2.2.5,2.3.1;2.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16302-3.2.2.6-Q,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,16302,3.2.2.6,2.3.1;2.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16318-1.1.1.112-Q,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16422-1.2.7.5-Q,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,16422,1.2.7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16430-6.3.2.9-Q,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,16430,6.3.2.9,6.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446-4.2.1.105-Q,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16530-2.7.7.5-Q,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,16530,2.7.7.5,2.7.7;2.8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16546-2.8.3.16-Q,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,16546,2.8.3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16610-2.4.2.7-Q,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,16610,2.4.2.7,2.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16662-2.5.1.63-Q,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,16662,2.5.1.63,2.5.1;2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16670-1.17.1.4-Q,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,16670,1.17.1.4,1.17.1;1.14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16710-1.14.16.4-Q,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,1.14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16758-1.8.1.12-Q,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,1.8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16766-1.1.1.138-Q,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,16766,1.1.1.138,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16774-2.4.1.62-Q,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,16774,2.4.1.62,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16882-2.8.1.1-Q,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,16882,2.8.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16902-2.3.1.178-Q,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,16902,2.3.1.178,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16954-2.6.1.81-Q,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,16954,2.6.1.81,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17022-2.6.1.37-Q,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,17022,2.6.1.37,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17074-2.3.1.27-Q,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,17074,2.3.1.27,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17150-1.14.14.1-Q,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,17150,1.14.14.1,1.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17294-1.14.13.83-Q,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,17294,1.14.13.83,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17346-3.1.2.17-Q,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,17346,3.1.2.17,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17362-3.5.1.95-Q,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,17362,3.5.1.95,3.5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
