reaction_id,SIMMER_SIMMER pred,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,theia_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_theia_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_ec,merged_output_merged_output_ec,merged_output_ec,ec
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.24
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.25
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.34
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.35
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.36
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.37
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.38
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.39
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.12.1
17990,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.3.3;2.3.2;6.2.1;3.1.2,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6,2.7.11,2.7.11.2;2.7.11.11;2.7.1.31;2.7.1.225|2.7.1.bm;2.7.1.210;2.7.1.219;2.7.1.189;2.7.1.220;2.7.1.28;2.7.1.103;2.7.2|2.7.2.-|2.7.2.16;2.7.1.16,2.7.11,2.7.3;2.7.6;2.7.11;2.7.12,,,"2.7.11,0.943782389163971;2.7.1,0.04085494577884674;2.7.8,0.007336738053709269;2.7.4,0.0038607546593993902;2.7.6,0.0016703784931451082",2.7.11,2.7.11,,,,2.7.11,,,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.11.1,2.7.12.2
80604,5.1.1,1.16.3.1;1.97.1.9;1.8.99.2;1.8.99.1;1.8.7.1;7.2.1.3,1.8.2,1.97.1;1.8.2;7.2.1;1.12.98,,,1.8.2;1.16.3;1.7.2;1.14.19;1.17.2,5.1.1,1.16.3.1;1.97.1.9;1.8.99.2;1.8.99.1;1.8.7.1;7.2.1.3,1.8.2,1.97.1;1.8.2;7.2.1;1.12.98,,,1.8.2;1.16.3;1.7.2;1.14.19;1.17.2,5.1.1,1.16.3.1;1.97.1.9;1.8.99.2;1.8.99.1;1.8.7.1;7.2.1.3,1.1.2,1.97.1;1.8.2;7.2.1;1.12.98,,,1.8.2;1.16.3;1.7.2;1.14.19;1.17.2,5.1.1,1.16.3.1;1.97.1.9;1.8.99.2;1.8.99.1;1.8.7.1;7.2.1.3,1.1.2,1.12.7;1.8.2;1.7.7;1.7.2,,,1.8.2;1.16.3;1.7.2;1.14.19;1.17.2,5.1.1,1.16.3.1;1.97.1.9;1.8.99.2;1.8.99.1;1.8.7.1;7.2.1.3,1.1.2,1.12.7;1.8.2;1.7.7;1.7.2,,,"1.8.2,0.3054005801677704;1.16.3,0.2510298192501068;1.7.2,0.0832582637667656;1.14.19,0.07071541249752045;1.17.2,0.05243126302957535",5.1.1,1.1.2,,,,1.1.2,,,1.97.1.9,1.97.1.9,1.97.1.9,1.97.1.9,1.97.1.9,1.97.1.9,1.97.1.9
