reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
23609,3.5.4.42,3.5.4,3.5.3;3.5.4;3.4.13;3.5.1,3.5.2.15;3.5.4.43|3.5.99.3;3.5.3.9;3.4.16.4|3.4.17.8;3.5.1.97;3.4.17.13;3.4.11.9,3.5.4,3.5.1;3.5.4;4.2.1;3.4.17;3.5.99,3.5.4,3.5.4
23677,6.3.2.13,6.3.2,3.1.1;2.8.2;4.99.1;1.2.99,6.3.2.13;6.3.2.7;6.3.2.9,6.3.2,6.3.2;5.1.1;3.5.2;6.3.1;6.3.5,6.3.2,6.3.2
23737,3.5.2.17,3.5.2,3.5.1;3.4.13;3.5.2;3.5.3,3.5.2.17;4.1.1.97;1.14.13.113;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.5.2,3.5.2;3.1.1;3.5.1;4.1.1;1.13.12,3.5.2,3.5.2
23757,1.1.3.37,1.1.3,1.1.3;1.2.3;1.7.3;1.5.3,1.1.3.8;1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,1.1.3;1.11.1;1.11.2;1.2.3;1.10.3,1.1.3,1.1.3
23789,6.2.1.22,6.2.1,2.3.2;2.3.1;2.1.3;2.3.3,6.2.1.22|6.2.1.35;6.2.1.1|6.2.1.17,6.2.1,6.2.1;1.2.1;2.7.7;2.3.1;2.3.3,6.2.1,6.2.1
23821,4.2.1.47,4.2.1,4.2.1;4.1.99;4.3.1;5.5.1,2.7.7.69;5.1.3.-|5.1.3.18;2.4.1.131;2.4.1.132;2.4.1.83;2.4.1.142;2.4.1.251;4.2.1.45;4.2.1.76;4.2.1.46;2.4.1.68;2.4.1.214;2.4.1.308;2.4.1.33;1.1.1.271;1.1.1.187|1.1.1.281;1.1.1.135|1.1.1.187;2.4.1.21,4.2.1,4.2.1;5.3.1;1.1.1;5.3.2;5.1.3,4.2.1,4.2.1
23853,1.13.11.1,1.13.11,1.13.11;4.2.1;1.13.12;4.3.1,1.10.3.2;1.13.11.2;1.10.3.1|1.10.3.2|1.14.18.1,1.13.11,1.13.11;1.10.3;5.2.1;1.14.18;1.3.3,1.13.11,1.13.11
23857,1.16.1.1,1.12.1,1.16.1;1.21.98;2.1.1;1.6.99,1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.16.1.9;1.13.12.-|1.14.13.210;1.8.1.13,1.18.1;1.6.2,1.1.1;1.12.1;1.17.1;1.3.1;1.18.1,1.12.1,1.12.1
23901,3.3.2.9,3.3.2,3.3.2;5.4.99;5.4.4;5.5.1,3.3.2.10;1.18.1.2,,4.2.1;3.3.2;4.1.2;5.1.2;3.1.1,3.3.2,3.3.2
23929,3.5.1.48,3.5.1,3.5.1;3.4.13;3.5.2;3.5.3,2.3.1.57|2.6.1.29;3.5.1.48;3.5.3.-|3.5.3.24;6.3.1.8|6.3.1.9;3.5.1.62;2.3.1.249;2.3.1.248;3.5.1.17;2.1.3.6;3.5.1.98,3.5.1,3.5.1;3.5.2;1.13.12;2.3.1;3.1.1,3.5.1,3.5.1
23969,1.2.1.68,1.2.1,1.4.1;2.1.1;1.2.1;1.17.1,1.2.1.68;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.2.1.3,1.2.1,1.2.1;1.17.1;1.1.1;1.14.13;1.6.3,1.2.1,1.2.1
23993,2.3.1.63,2.3.1,2.4.1;2.3.1;2.8.3;2.3.2,2.3.1.23|2.3.1.63;2.3.1.62;2.3.1.51;2.3.1.180,2.3.1,2.3.1;6.2.1;2.4.1;2.8.3;3.1.2,2.3.1,2.3.1
24005,1.3.8.1,1.3.8,1.3.8;2.5.1;1.5.8;5.5.1,1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.7|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;1.3.8.6|1.3.99.7;1.5.1.45;2.1.1.74,1.3.8,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98,1.3.8,1.3.8
24021,4.3.2.1,2.6.1,3.5.2;4.1.1;3.5.1;4.1.99,4.3.2.1,3.5.1,4.3.2;2.1.4;1.3.4;6.3.4;5.2.1,4.3.2,4.3.2
24081,6.1.1.2,6.1.1,2.3.2;2.3.3;6.2.1;2.1.3,6.3.1.14;6.1.1.2;6.3.1.1|6.3.5.4,6.1.1,6.1.1;6.3.2;6.3.1;2.3.2;6.3.4,6.1.1,6.1.1
24197,1.4.1.12,1.4.1,1.21.98;1.3.99;1.1.99;1.4.2,1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.1.1,1.4.1;1.1.1;1.5.1;1.17.1;1.14.13,1.4.1,1.4.1
24197,1.4.1.12,1.4.1,1.21.98;1.3.99;1.1.99;1.4.2,1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.1.1,1.4.1;1.1.1;1.5.1;1.17.1;1.14.13,1.4.1,1.4.1
24213,2.7.1.50,2.7.1,3.1.1;3.6.1;2.7.1;2.7.7,2.7.1.89;2.7.1.82;2.7.1.32;2.7.1.39,2.7.1,2.7.1;2.7.6;2.7.4;6.5.1;2.7.11,2.7.1,2.7.1
24245,1.1.1.236,1.1.1,2.1.1;1.1.99;1.3.8;1.21.98,1.1.1.206;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.206|1.1.1.236;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.184;1.1.1.270,1.1.1,1.1.1;1.4.1;1.17.1;1.12.1;1.3.1,1.1.1,1.1.1
24433,3.7.1.1,3.7.1,3.7.1;3.1.2;3.3.2;1.2.99,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,3.7.1;4.2.1;3.5.1;4.1.3;1.1.1,3.7.1,3.7.1
24457,3.1.3.73,3.1.3,3.1.3;3.1.7;3.12.1;2.6.99,3.1.3.73;4.1.99.23;6.3.5.9;1.14.11.49;3.1.3.5|3.1.3.99,3.1.3,3.1.3;5.4.2;3.1.5;3.1.4;6.5.1,3.1.3,3.1.3
24469,1.14.13.8,1.14.13,1.14.13;1.14.99;1.14.15;1.14.19,1.14.13.225|1.6.3.1;1.6.3.2;1.6.3.5;1.14.13.8;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.6.1,1.14.13;1.14.12;1.6.3;1.14.19;1.5.1,1.14.13,1.14.13
24485,1.1.1.260,1.1.1,2.4.1;2.4.2;5.5.1;5.4.99,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.3.1;1.4.1;1.5.1;1.17.1,1.1.1,1.1.1
24501,3.6.1.14,3.6.4,3.6.1;3.1.4;2.7.8;6.5.1,6.3.2.3;6.3.2.2|6.3.2.3;6.4.1.8;6.3.4.6,2.7.7,3.1.3;3.6.1;3.6.5;3.6.4;5.6.2,3.6.1|6.3.2,6.3.2
24505,1.13.11.54,1.13.11,1.17.2;1.2.2;1.1.2;1.2.98,1.13.11.53;1.13.11.54;1.14.14.154,1.13.11,1.13.11;1.14.18;5.3.2;1.13.12;1.14.11,1.13.11,1.13.11
24521,1.5.1.9,1.5.1,2.1.1;1.21.98;1.1.99;1.16.1,1.5.1.10|1.5.1.9;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5,1.5.1;1.1.1,1.5.1;1.2.1;1.6.3;1.17.1;2.5.1,1.5.1,1.5.1
24565,2.8.3.5,2.8.3,2.4.99;2.8.2;2.7.4;3.1.1,2.8.3.5;2.8.3.18|2.8.3.5;2.8.3.-|2.8.3.20|2.8.3.22|2.8.3.7;2.8.3.-|2.8.3.1|2.8.3.18|2.8.3.M4;2.8.3.26;2.8.3.9;2.8.3.16;6.2.1.4;2.8.3.13;6.2.1.5,2.8.3,2.8.3;2.3.1;2.7.4;5.4.99;5.2.1,2.8.3,2.8.3
24593,2.7.7.14,2.7.7,2.7.7;3.1.1;3.6.1;2.5.1,2.7.7.15|2.7.7.57;2.7.7.39;2.7.7.64;2.7.7.60,2.7.7,2.7.7;2.7.4;2.7.6;6.2.1;6.3.2,2.7.7,2.7.7
24601,1.8.3.1,1.1.3,1.8.3;1.11.1;1.11.2;1.7.3,1.8.3.1;1.7.3.1;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.2.3.1,,1.11.1;1.11.2;1.5.3;1.1.3;1.8.3,1.8.3,1.1.3
24617,1.1.1.62,1.1.1,1.3.1;1.1.1;1.2.1;1.5.1,1.1.1|1.1.1.148|1.1.1.209;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62;1.1.1.184|1.1.1.2|1.1.1.213|1.1.1.51|1.1.1.64,1.1.1,1.1.1;1.4.1;1.17.1;1.5.1;1.14.13,1.1.1,1.1.1
24671,1.17.1.4,1.17.1,2.1.1;2.5.1;1.4.1;1.19.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.1.1.21;1.12.1.2|1.12.1.5,1.17.1;1.14.13,1.17.1;1.14.13;1.7.1;1.12.1;1.3.1,1.17.1,1.17.1
24675,2.7.1.213,2.7.1,2.7.1;2.8.2;3.1.1;2.4.1,2.7.1.48,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1,2.7.1,2.7.1
24675,2.7.1.213,2.7.1,2.7.1;2.8.2;3.1.1;2.4.1,2.7.1.48,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1,2.7.1,2.7.1
24731,4.1.1.24,4.1.1,7.2.4;4.1.1;1.3.1;1.5.1,1.14.12.1;4.1.1.91;4.1.1.46;4.1.1.7;2.3.1.230;1.14.13.1;1.14.12.13;4.1.1.48,4.1.1,4.1.1;1.17.98;3.1.1;1.13.11;3.7.1,4.1.1,4.1.1
24786,1.14.13.127,1.14.13,1.14.13;1.14.19;1.14.14;1.14.12,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.25;1.14.13.26;1.14.13.113;1.14.18.9;1.11.1.1|1.14.12.17,1.14.12;1.14.13,1.14.13;1.6.3;1.14.19;1.3.1;1.14.12,1.14.13,1.14.13
24866,1.14.11.20,1.14.11,1.1.99;1.2.99;1.13.11;1.14.15,1.14.11.20;1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.54;1.14.11.33;1.14.11.53;1.14.11.51;1.13|1.13.12.19;1.14.11.58;1.14.11.32;1.14.11.15;1.14.11.31;1.14.20.15,,1.14.11;1.13.11;1.1.99;2.1.1;1.14.19,1.14.11,1.14.11
24903,3.1.4.52,3.1.4,3.1.4;2.7.8;3.6.1;3.1.1,2.7.7.65;3.1.4.59|3.1.4.f;6.3.2.34;2.4.1.131;2.4.1.132;2.4.1.142;2.4.1.251;2.4.1.308;3.1.4.17|3.1.4.35,3.1.4,3.1.4;3.6.1;2.7.8;3.1.3;3.2.1,3.1.4,3.1.4
24932,4.4.1.1,4.4.1,4.4.1;1.13.11;4.3.1;3.5.5,4.4.1.15;4.4.1.1|4.4.1.11|4.4.1.2;4.3.1.15|4.3.1.18,,4.4.1;2.8.1;4.3.1;3.13.1;4.1.99,4.4.1,4.4.1
24932,4.4.1.1,4.4.1,4.4.1;1.13.11;4.3.1;3.5.5,4.4.1.15;4.4.1.1|4.4.1.11|4.4.1.2;4.3.1.15|4.3.1.18,,4.4.1;2.8.1;4.3.1;3.13.1;4.1.99,4.4.1,4.4.1
24969,1.14.15.16,1.14.15,1.14.15;1.5.7;1.8.3;1.14.19,1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.70;1.14.11|1.14.11.-|1.14.11.13;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.13.79;1.14.11.18;1.14.12.-|1.14.12.26;1.14.12.10;1.14.12.12,1.14.15,1.14.15;1.14.19;1.97.1;1.17.7;1.6.1,1.14.15,1.14.15
25018,3.1.3.67,3.1.3,3.1.3;3.1.7;2.6.99;4.2.3,3.1.3.86;3.1.3.67;3.1.3.62;3.1.3.95;3.1.3.66;3.1.3.78;3.1.3.64;3.1.3.36;3.1.3.36|3.1.3.56;3.1.4.57;3.1.3.25|3.1.3.36,3.1.3,3.1.3;3.6.1;4.2.1;3.6.4;3.6.5,3.1.3,3.1.3
25022,2.7.1.161,2.7.1,2.7.1;2.8.2;2.7.4;3.1.1,2.7.1.26;2.7.1.161;2.7.1.74;2.7.1.174;2.7.1.11,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1,2.7.1,2.7.1
25144,3.7.1.3,3.7.1,3.3.2;3.7.1;2.2.1;4.1.2,3.7.1.3;2.6.1.7;3.4.16.4,4.1.1,3.7.1;2.6.1;4.2.1;4.1.3;4.1.1,3.7.1,3.7.1
25242,3.5.3.26,3.5.1,4.3.1;3.5.4;2.1.2;3.5.99,3.5.3.9;3.5.1.87;3.5.1.77;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1,,4.2.1;4.3.2;4.3.1;3.5.1;5.1.99,3.5.1,3.5.1
25303,3.6.1.67,3.6.1,3.1.4;3.6.1;3.5.2;3.1.1,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,2.7.7,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1,3.6.1,6.2.1
25322,2.1.1.103,2.1.1,2.5.1;2.1.1;1.1.98;1.3.8,2.1.1.345;2.1.1.-|2.1.1.156|2.1.1.157|2.1.1.162;2.1.1.6|2.1.1.68;2.1.1.129;2.1.1.240;2.1.1.49;2.1.1.9;2.1.1.67;2.1.1.-|2.1.1.340;2.1.1.71;5.3.3.5,2.1.1,2.1.1;3.13.2;2.8.4;1.17.98;1.21.98,2.1.1,2.1.1
25348,3.1.1.96,3.1.1,2.3.2;3.1.1;2.3.1;2.4.1,3.1.1.96,3.1.1;2.3.2,2.3.2;3.5.1;3.1.1;3.5.2;6.1.1,3.1.1,3.1.1
25405,5.4.99.3,5.4.99,4.2.99;4.2.2;5.3.2;5.3.1,1.1.1.86;1.1.1.383,,2.2.1;2.6.1;4.1.3;5.1.99;5.1.2,1.1.1,1.1.1
25465,4.2.3.56,4.2.3,3.3.2;5.5.1;3.13.1;3.5.1,4.2.3.-|4.2.3.129;4.2.3.80;4.2.3.68;4.2.3.96;4.2.3.74;4.2.3.-|4.2.3.128;4.2.3.204;4.2.3.160;4.2.3.136;4.2.3.78;4.2.3.62;4.2.3.24;4.2.3.67;4.2.3.197;4.2.3.165;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.87;2.5.1.87;4.2.3.79;4.2.3.7;4.2.3|4.2.3.-|4.2.3.56;4.2.3.172;4.2.3.181;4.2.3.39;4.2.3.163;4.2.3.133;4.2.3.198|4.2.3.66;4.2.3.6;4.2.3.170;4.2.3.157;4.2.3.184;4.2.3.76;4.2.3.82;4.2.3.73,4.2.3,4.2.3;2.5.1;5.5.1;3.1.7;1.3.1,4.2.3,4.2.3
25465,4.2.3.56,4.2.3,3.3.2;5.5.1;3.13.1;3.5.1,4.2.3.-|4.2.3.129;4.2.3.80;4.2.3.68;4.2.3.96;4.2.3.74;4.2.3.-|4.2.3.128;4.2.3.204;4.2.3.160;4.2.3.136;4.2.3.78;4.2.3.62;4.2.3.24;4.2.3.67;4.2.3.197;4.2.3.165;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.87;2.5.1.87;4.2.3.79;4.2.3.7;4.2.3|4.2.3.-|4.2.3.56;4.2.3.172;4.2.3.181;4.2.3.39;4.2.3.163;4.2.3.133;4.2.3.198|4.2.3.66;4.2.3.6;4.2.3.170;4.2.3.157;4.2.3.184;4.2.3.76;4.2.3.82;4.2.3.73,4.2.3,4.2.3;2.5.1;5.5.1;3.1.7;1.3.1,4.2.3,4.2.3
25553,4.2.3.33,4.2.3,2.5.1;4.2.3;5.5.1;3.1.1,4.2.3.34;4.2.3.31;4.2.3.42;4.2.3.-|4.2.3.131;4.2.3|4.2.3.32;4.2.3.103;4.2.3.196|4.2.3.fr;4.2.3.19;4.2.3.185;4.2.3.45;4.2.3.28;4.2.3.18;4.2.3.35;4.2.3.44;4.2.3.183;4.2.3.147;4.2.3.30;4.2.3.18|4.2.3.29;4.2.3.193;4.2.3.192;4.2.3.186;4.2.3.7;4.2.3.69;4.2.3.189;4.2.3.160;4.2.3.136;4.2.3.80;4.2.3.204;4.2.3.79;4.2.3.197;4.2.3.158;4.2.3.21;4.2.3.90;4.2.3.82;4.2.3.117;4.2.3.74;4.2.3.205;4.2.3|4.2.3.-|4.2.3.56;4.2.3.68;4.2.3.198;4.2.3.86;4.2.3.17;4.2.3.116;4.2.3.24;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.73;4.2.3.62;4.2.3.22;4.2.3.39;4.2.3.87;4.2.3.98;4.2.3.96;4.2.3.198|4.2.3.66;4.2.3.101|4.2.3.102;4.2.3.9;4.2.3.61;4.2.3.105;4.2.3.-|4.2.3.129;4.2.3.64;3.1.7.4,4.2.3,4.2.3;2.5.1;3.1.7;5.5.1;6.1.1,4.2.3,4.2.3
25626,1.4.3.22,1.4.3,1.4.3;1.3.3;1.1.3;1.5.3,1.4.3.13;1.4.3.21;1.4.3.21|1.4.3.4;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8,1.5.99,1.4.3;1.5.3;1.11.1;1.2.3;1.1.3,1.4.3,1.4.3
25687,2.5.1.73,2.5.1,3.13.1;2.9.1;2.8.4;3.5.5,2.5.1.47|2.5.1.65;2.5.1.73;2.5.1.76;4.4.1.9;4.4.1.15,2.9.1,2.5.1;2.8.1;6.2.1;2.7.7;2.8.5,2.5.1,2.5.1
25817,1.5.3.16,1.5.3,1.5.3;1.4.3;1.17.3;1.1.3,1.5.3.13|1.5.3.16|1.5.3.17;1.4.3.13;1.4.3.4;1.4.3.21;1.8.3.5;1.1.3.13;1.1.3.7;1.1.3.20;1.7.3.1;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8,1.5.3,1.5.3;1.11.1;1.1.3;1.4.3;1.2.3,1.5.3,1.5.3
25877,1.4.3.16,1.4.3,1.4.3;1.5.3;1.1.3;1.17.3,1.4.3.3;1.4.3.2;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.8.3.5;1.4.3.1|1.4.3.16|1.4.3.2|1.4.3.3,5.4.3,1.4.3;3.5.99;1.5.3;4.3.1;1.3.3,1.4.3,1.4.3
25993,4.2.3.37,4.2.3,5.5.1;4.2.3;4.1.99;2.5.1,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99,4.2.3,4.2.3
26078,1.14.13.111,1.14.13,1.14.13;1.14.99;1.14.19;1.14.14,1.14.12|1.14.12.-|1.14.12.14;1.14.12.10;1.14.13.223;1.14.13.113;1.14.13.26;1.14.13.87;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.14.12,1.14.13;1.6.3;1.17.1;1.2.1;1.14.12,1.14.13,1.14.13
26120,1.17.7.1,1.3.7,1.17.7;1.8.4;1.8.7;1.2.7,1.17.7.3,,1.17.7;1.14.15;3.6.1;1.3.7;1.6.1,1.17.7,1.17.7
26210,4.1.2.48,4.1.2,4.1.2;4.1.3;4.2.1;4.3.1,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;2.1.2;4.1.2;2.6.1;4.3.1,4.1.2,4.1.2
26210,4.1.2.48,4.1.2,4.1.2;4.1.3;4.2.1;4.3.1,4.1.2.42;3.5.1.14;2.2.1.8;4.1.2|4.1.2.-|4.1.2.5;1.1.1.103;1.1.1.381,,4.1.3;2.1.2;4.1.2;2.6.1;4.3.1,4.1.2,4.1.2
26238,3.1.7.5,4.2.3,4.2.3;3.1.1;2.5.1;3.1.7,2.5.1.41;2.5.1.74;2.5.1.148;2.5.1.133;2.5.1.137;3.1.7.6;2.5.1.136;2.5.1.75,4.2.3,3.1.7;2.5.1;4.2.3;3.6.1;3.1.3,2.5.1,2.5.1
26290,6.3.5.11,6.3.5,1.14.15;2.8.4;2.8.1;2.5.1,6.3.5.11;6.3.5.9;6.3.5.10;2.1.3.3|6.3.5.5,6.6.1,6.3.5;5.4.99;6.3.4;6.6.1;3.6.5,6.3.5,6.3.5
26342,2.1.1.280,2.1.1,2.5.1;2.1.1;5.5.1;2.3.1,2.1.1.10;2.1.1.-|2.1.1.280|2.1.1.9;2.1.1.12;3.13.1.8;2.8.4.4,2.1.1,2.1.1;2.5.1;2.8.4;4.4.1;1.1.98,2.1.1,2.1.1
26350,3.1.3.93,3.1.3,3.1.3;3.1.7;2.6.99;3.6.1,2.4.1.8;2.4.1.281;2.4.1.320;2.4.1.20;2.4.1.279;2.4.1.31;2.4.1.282;2.4.1.1;3.1.3.23|3.1.3.94;3.1.3.10;3.1.3.10|3.1.3.25|3.1.3.94;3.1.3|3.1.3.1|3.1.3.10|3.1.3.2|3.1.3.23|3.1.3.29,3.1.3,3.1.3;2.4.1;3.2.1;5.4.2;2.7.7,3.1.3,2.4.1
26415,1.4.3.4,1.5.3,1.5.3;1.7.3;1.1.3;1.2.3,1.4.3.4;1.4.3.21;1.1.3.20;1.1.3.7;1.1.3.13;1.7.3.1;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8,5.1.1,1.5.3;1.1.3;1.11.1;1.4.3;1.11.2,1.5.3,1.4.3
26463,2.1.1.163,2.1.1,2.1.1;2.5.1;1.3.8;2.3.1,2.1.1.201,2.1.1,2.1.1;2.8.4;3.13.2;1.17.98;2.5.1,2.1.1,2.1.1
26483,2.5.1.75,2.5.1,3.1.1;2.7.7;2.5.1;3.5.2,2.5.1.27;2.5.1.-|2.5.1.112|2.5.1.27;2.5.1.75,2.5.1,2.5.1;4.2.3;6.3.4;2.7.7;6.1.1,2.5.1,2.5.1
26507,3.5.1.99,3.5.1,3.5.1;3.4.13;3.5.3;3.5.5,6.3.1.2,,3.5.1;3.5.2;3.5.5;1.13.12;6.3.1,3.5.1,3.5.1
26555,3.4.17.23,3.4.17,3.5.3;3.5.1;3.5.5;1.13.11,3.4.17.23;3.4.21.39;6.3.-.-|6.3.2.52;2.3.1.53;3.4.15.1;2.3.1.36;6.3.2.40;3.4.16.5;3.4.11.2;2.6.1.7;1.4.5.1,,4.2.1;3.2.1;3.4.17;4.1.99;3.6.1,3.4.17,3.4.17
26559,4.2.1.116,4.2.1,4.2.1;4.3.1;4.1.99;1.13.11,4.2.1.119|4.2.1.17|4.2.1.55,4.2.1,4.2.1;5.3.3;5.1.2;2.8.3;1.3.1,4.2.1,4.2.1
27414,1.14.11.32,1.14.11,4.1.1;7.2.4;1.14.20;1.14.11,1.14.11.32;1.14.11.67;1.14.11.31;1.14.11.54;1.14.11.53;1.14.11.33;1.14.11.65;1.14.11.27;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.-|1.14.11.61;1.14.11.60;1.14.11.59|1.14.20.2;1.14.11.43;1.14.11.44;1.14.11.58;1.14.14.1,1.14.11,1.14.11;1.13.11;1.14.20;1.14.19;1.14.13,1.14.11,1.14.11
27426,4.2.3.47,4.2.3,4.2.3;2.5.1;3.3.2;3.1.1,4.2.3.77;4.2.3.56;4.2.3.123;4.2.3.55;4.2.3.46;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.67;2.5.1.87;4.2.3.78;4.2.3.57;4.2.3.89;4.2.3.137;4.2.3.62;4.2.3.24;4.2.3.181;4.2.3.165;4.2.3.87;4.2.3.-|4.2.3.128;4.2.3.68;4.2.3.48;4.2.3.49;4.2.3.-|4.2.3.104;4.2.3.6,4.2.3,4.2.3;2.5.1;3.1.7;6.1.1;2.7.7,4.2.3,4.2.3
27547,1.14.14.8,1.14.14,1.14.14;1.14.19;1.14.12;1.14.13,1.14.14.8;1.14.14.15;1.14.19.56;1.14.19.9;1.14.14.20;1.2.99.7;2.1.1.74,1.14.14,1.14.14;1.14.19;1.17.8;1.3.8;1.5.8,1.14.14,1.14.14
27564,2.5.1.84,2.5.1,2.7.7;2.5.1;1.20.99;2.9.1,2.5.1.85;2.5.1.87|2.5.1.91;2.5.1.89;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.31;2.5.1.88;2.5.1.86;2.5.1.82;2.5.1.10;2.5.1.20,2.5.1,2.5.1;2.7.7;4.2.3;4.1.1;6.1.1,2.5.1,2.5.1
27683,2.7.4.6,2.7.4,2.7.4;2.7.7;5.1.2;2.7.1,2.7.4.6,2.7.4,2.7.4;2.8.3;2.3.1;2.6.1;5.1.3,2.7.4,2.7.4
27703,5.3.1.12,5.3.1,5.3.3;2.2.1;5.3.2;5.4.3,5.3.1.12;5.1.2.7;3.2.1.139;3.2.1.31;1.1.1.264;1.1.1.69;1.1.1.58,5.3.1,5.3.1;1.1.1;5.1.3;1.1.99;4.1.2,5.3.1,5.3.1
27775,2.1.1.201,2.1.1,2.1.1;2.5.1;2.3.1;1.3.7,2.1.1.201,2.1.1,2.1.1;2.8.4;2.5.1;3.13.2;1.17.98,2.1.1,2.1.1
