reaction,left_comp,right_comp,left_smiles,right_smiles
R02248,3'-Phosphopolynucleotide // H2O,Polynucleotide // Orthophosphate,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](OP(=O)(O)O)[C@H]1O.O,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](O)[C@H]1O.OP(=O)(O)O
R10021,(//)-exo-5-Hydroxycamphor // NAD//,"(//)-Bornane-2,5-dione // NADH // H//",C[C@@]12C[C@H]([C@@H](C1(C)C)CC2=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,C[C@@]12CC(=O)[C@@H](C1(C)C)CC2=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R09825,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine // 2-Oxoglutarate","UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose // L-Glutamate",C[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)N.C(CC(=O)O)C(=O)C(=O)O,C[C@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O.C(CC(=O)O)[C@@H](C(=O)O)N
R06923,2-Hydroxy-3-carboxybenzalpyruvate // H2O,3-Formylsalicylic acid // Pyruvate,O=C(O)C(=O)/C=C/c1cccc(C(=O)O)c1O.O,O=Cc1cccc(C(=O)O)c1O.CC(=O)C(=O)O
R05409,"3,6-Dichlorocatechol // Oxygen","2,5-Dichloro-cis,cis-muconate",C1=CC(=C(C(=C1Cl)O)O)Cl.O=O,C(=C(/Cl)\C(=O)O)\C=C(\Cl)/C(=O)O
R05676,N-Acetyl-O-demethylpuromycin // S-Adenosyl-L-methionine,N-Acetylpuromycin // S-Adenosyl-L-homocysteine,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC4=C3N=CN=C4N(C)C)CO.C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,CC(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)N[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC4=C3N=CN=C4N(C)C)CO.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N
R06028,"beta-1,4-Poly-N-acetyl-D-glucosamine(n) // UDP-N-acetyl-D-glucosamine","beta-1,4-Poly-N-acetyl-D-glucosamine(n//1) // UDP",CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O.COC(=O)C1=C(C2=C(O1)C=CC=C2F)N,CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O.C1=C(C(=CN=C1Br)Br)N.Cl
R12615,[2-(Trimethylamino)ethyl]phosphonate // 2-Oxoglutarate // Oxygen,[(1R)-1-Hydroxy-2-(trimethylamino)ethyl]phosphonate // Succinate // CO2,C[N+](C)(C)CCP(=O)(O)[O-].C(CC(=O)O)C(=O)C(=O)O.O=O,C[N+](C)(C)C[C@@H](O)P(=O)(O)[O-].C(CC(=O)O)C(=O)O.C(=O)=O
R02644,3-Oxo-Delta5-steroid,3-Oxo-Delta4-steroid,CC12CCCC1C3CC=C4CC(=O)CCC4(C3CC2)C,CC12CCCC1C3CCC4=CC(=O)CCC4(C3CC2)C
R07229,Selenite // H2O // Ferricytochrome c,Selenate // Ferrocytochrome c,[O-][Se](=O)[O-].O.*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe+]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O,O[Se](=O)(=O)O.*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O
R07960,"1,7-Dimethylxanthine // NADPH // H// // Oxygen",1-Methylxanthine // NADP// // Formaldehyde // H2O,Cn1c(=O)[nH]c2ncn(C)c2c1=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].O=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.C=O.O
R13347,Dehydrosecodine,Catharanthine,CCC1=CN(CC=C1)CCC2=C(NC3=CC=CC=C32)C(=C)C(=O)OC,CCC1=CC2C[C@@]3([C@@H]1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
R12549,"Acetyl-CoA // dTDP-3-amino-3,6-dideoxy-D-glucose","CoA // dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose",CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)NC(=O)C)O
R03227,16alpha-Hydroxysteroid // NADP//,16-Oxosteroid // NADPH // H//,CC12CCC3C(C1C[C@H](C2)O)CCC4C3(CCC(C4)O)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,CC12CCC3C(C1CC(=O)C2)CCC4C3(CCC(C4)O)C.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R09315,UDP-D-glucose // [Protein]-L-serine,UDP // G13051,C1=C(C(=O)C(=C(N1)N)C#N)Br.*NC(=O)[C@H](CO)NC(*)=O,C1=C(C(=CN=C1Br)Br)N.Cl.COC1=C(C=CC(=C1)C[C@@H]2COC(=O)[C@]2(CC3=CC(=C(C=C3)O)OC)O)O
R01029,Acylcholine // H2O,Choline // Carboxylate,*C(=O)OCC[N+](C)(C)C.O,C[N+](C)(C)CCO.*C(=O)[O-]
R08101,2-Fluorobenzoate // NADH // H// // Oxygen,"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate // NAD//",C1=CC=C(C(=C1)C(=O)O)F.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].O=O,O=C(O)[C@@]1(O)C(F)=CC=C[C@@H]1O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
R06078,"1,3-beta-D-Glucan(n//1) // H2O","1,3-beta-D-Glucan(n) // alpha-D-Glucose",CC(C)(C)OC(=O)NC1=CC(=C(C=C1)OC)[N+](=O)[O-].O,CC(C)(C)OC(=O)NC1=CC(=C(C=C1)OC)[N+](=O)[O-].C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O
R00707,(S)-1-Pyrroline-5-carboxylate // NAD// // 2 H2O,L-Glutamate // NADH // H//,C1C[C@H](N=C1)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O,C(CC(=O)O)[C@@H](C(=O)O)N.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R07332,UDP-glucose // Isoflavone,UDP // Isoflavone 7-O-beta-D-glucoside,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O.C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O.C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
R09932,(S)-Benzoin // NADP//,Benzil // NADPH // H//,C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R00216,(S)-Malate // NADP//,Pyruvate // CO2 // NADPH // H//,C([C@@H](C(=O)O)O)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,CC(=O)C(=O)O.C(=O)=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R07141,2'-Deoxymugineic acid // NAD//,3''-Deamino-3''-oxonicotianamine // NADH // H//,O=C(O)[C@H](CCN1CC[C@H]1C(=O)O)NCC[C@H](O)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,O=C(O)C(=O)CCN[C@@H](CCN1CC[C@H]1C(=O)O)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R10822,ADP // DNA(n) // 5'-Phospho-DNA(m),AMP // Orthophosphate // DNA(n//m),C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](CO)O1.*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)O.*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](CO)O1
R11925,19-(4-Hydroxyphenyl)nonadecanoyl adenylate // Acyl-carrier protein,AMP // 19-(4-Hydroxyphenyl)nonadecanoyl-[acp],C1=CC(=CC=C1CCCCCCCCCCCCCCCCCCC(=O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O.*S,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.*SC(=O)CCCCCCCCCCCCCCCCCCc1ccc(O)cc1
R12865,n CDP-ribitol // Und-PP-GlcNAc-ManNAc-GroP-RboP,n CMP // PolyRboP-WTA,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@H]([C@H]([C@H](CO)O)O)O)O)O.CCOC(=O)C1=CN=C2C=CC(=CC2=C1NC3=CC=CC=C3C(=O)O)OC(F)(F)F,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O.CN1C=C(C2=CC=CC=C2C1=O)C(=O)NC3=CC4=C(C=C3)OCCO4
R01856,dGTP // H2O,Deoxyguanosine // Triphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O.O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O
R04863,L-2-Aminoadipate adenylate // Holo-Lys2,alpha-Aminoadipoyl-S-acyl enzyme // AMP,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)CCC[C@@H](C(=O)O)N)O)O)N.C1CNCCC12COC2.C(=O)(C(F)(F)F)O,*SC(=O)CCC[C@H](N)C(=O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N
R07060,GDP-4-keto-6-L-deoxygalactose // NADPH // H//,GDP-L-fucose // NADP//,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)C1=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
R10247,1-Deoxy-D-xylulose 5-phosphate // Iminoglycine // Thiocarboxy-[sulfur-carrier protein],"2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate // Sulfur-carrier protein // 2 H2O",CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O.N=CC(=O)O.C1=C(C=C(C2=C1NN=C2)F)C(=O)O,CC\1=N[C@H](S/C1=C\COP(=O)(O)O)C(=O)O.C[C@]1([C@@H]([C@H](O[C@@H]1OC)COCC2=C(C=C(C=C2)Cl)Cl)OCC3=C(C=C(C=C3)Cl)Cl)O.O
R01966,D-Glucosamine // D-Glucosaminide,D-Glucosaminide // H2O,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)N)O)CO)CO)N)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)N)O)CO)CO)N)O)O)O.O
R02338,Indole // Oxygen,2-Formylaminobenzaldehyde,C1=CC=C2C(=C1)C=CN2.O=O,C1=CC=C(C(=C1)C=O)NC=O
R08400,poly-cis-Polyprenyl diphosphate // Isopentenyl diphosphate,poly-cis-Polyprenyl diphosphate longer by one C5 unit // Diphosphate,CC(=CCC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)C.CC(=C)CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O.OP(=O)(O)OP(=O)(O)O
R12340,"GDP-mannose // 2-O-(beta-D-Mannosyl)-bis(myo-inositol) 1,3'-phosphate","GDP // 2-O-(beta-D-Mannosyl-(1->2)-beta-D-mannosyl)-bis(myo-inositol) 1,3'-phosphate",C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N.C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2OP(=O)(O)OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N.C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3[C@H]([C@@H]([C@H]([C@@H]([C@H]3OP(=O)(O)OC4[C@@H]([C@H](C([C@H]([C@H]4O)O)O)O)O)O)O)O)O)CO)O)O)O)O)O)O
R08081,Pinocembrin // 2-Oxoglutarate // Oxygen,Chrysin // Succinate // CO2 // H2O,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3.C(CC(=O)O)C(=O)C(=O)O.O=O,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12.C(CC(=O)O)C(=O)O.C(=O)=O.O
R09710,"(S)-2,3-Epoxysqualene",Germanicol,CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C,C[C@@]12CC[C@@]3([C@@H](C1=CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C
R09444,7-Hydroxymethyl-12-methylbenz[a]anthracene // 3'-Phosphoadenylyl sulfate,"7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate // Adenosine 3',5'-bisphosphate",CC1=C2C(=C(C3=CC=CC=C13)CO)C=CC4=CC=CC=C42.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N,CC1=C2C(=C(C3=CC=CC=C13)COS(=O)(=O)O)C=CC4=CC=CC=C42.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N
R07903,Delphinidin 3-O-glucoside // UDP-L-rhamnose,Delphinidin 3-O-rutinoside // UDP,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O.C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
R10208,(3R)-3-Hydroxyacyl-[acyl-carrier protein],"trans-2,3-Dehydroacyl-[acyl-carrier protein] // H2O",C(CO)C(=O)S,C=CC(=O)S.O
R05783,(R)-Mandelamide // H2O,(R)-Mandelate // Ammonia,C1=CC=C(C=C1)[C@H](C(=O)N)O.O,C1=CC=C(C=C1)[C@H](C(=O)O)O.N
R02103,Xanthine // NAD// // H2O,Urate // NADH // H//,C1=NC2=C(N1)C(=O)NC(=O)N2.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O,C12=C(NC(=O)N1)NC(=O)NC2=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R13315,ATP // 2 N1-Hydroxy-N1-succinylputrescine,AMP // Diphosphate // Pre-putrebactin,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C(CCN(C(=O)CCC(=O)O)O)CN,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O.C(CCN(C(=O)CCC(=O)NCCCCN(C(=O)CCC(=O)O)O)O)CN
R00911,beta-Alanyl-L-lysine // H2O,beta-Alanine // L-Lysine,C(CCN)C[C@@H](C(=O)O)NC(=O)CCN.O,C(CN)C(=O)O.C(CCN)C[C@@H](C(=O)O)N
R00042,2 3-(4-Hydroxyphenyl)pyruvate // Oxygen,2 4-Hydroxyphenylacetate // 2 CO2,C1=CC(=CC=C1CC(=O)C(=O)O)O.O=O,C1=CC(=CC=C1CC(=O)O)O.C(=O)=O
R05237,trans-3-Chloroallyl aldehyde // H2O,trans-3-Chloroacrylic acid // 2 H//,C(=C/Cl)\C=O.O,C(=C/Cl)\C(=O)O.[H+]
R02252,Phenylpropanoate // NAD//,trans-Cinnamate // NADH // H//,C1=CC=C(C=C1)CCC(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,C1=CC=C(C=C1)/C=C/C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R07168,5-Methyltetrahydrofolate // NAD//,"5,10-Methylenetetrahydrofolate // NADH // H//",CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R13287,4-Coumarate // H2O,3-Hydroxy-3-(4-hydroxyphenyl)propanoate,C1=CC(=CC=C1/C=C/C(=O)O)O.O,C1=CC(=CC=C1C(CC(=O)O)O)O
R13048,3'-Phosphoadenylyl sulfate // Heparan sulfate containing L-iduronate 2-sulfate,"Adenosine 3',5'-bisphosphate // 3-O-Sulfated heparan sulfate containing L-iduronate 2-sulfate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N.*O[C@H]1O[C@H](CO[1*])[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N.*O[C@H]1O[C@H](CO[1*])[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O*)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]1N
R09840,Phenylacetyl-CoA // H2O,Phenylacetic acid // CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O.O,C1=CC=C(C=C1)CC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
