reaction_id,SIMMER_SIMMER pred,merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_ec,theia_Prediction,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,ec
60093,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,,1.1.1,,,1.1.1.417,1.1.1,,,1.1.1.417,1.1.1,,,1.1.1.417,"1.1.1,0.997806966304779;1.17.1,0.0003197064797859639;1.6.3,0.0002731268759816885;1.14.13,0.0002620780433062464;1.4.1,0.00022654353233519942",1.1.1.170|1.1.1.418|5.3.3.1;1.1.1.417;1.14.13.72;1.14.13.246;1.4.1.27;1.1.1.41;1.3.1.25;1.14.18.9;1.1.1.145;1.14.13.223;1.14.13.26;1.1.1.51;1.1.1.50;1.1.1.213;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25,1.1.1,1.2.1;1.3.1;1.1.1;1.5.1,,,1.1.1.417,1.1.1;1.17.1;1.6.3;1.14.13;1.4.1,1.1.1.170|1.1.1.418|5.3.3.1;1.1.1.417;1.14.13.72;1.14.13.246;1.4.1.27;1.1.1.41;1.3.1.25;1.14.18.9;1.1.1.145;1.14.13.223;1.14.13.26;1.1.1.51;1.1.1.50;1.1.1.213;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25,1.1.1,1.2.1;1.3.1;1.1.1;1.5.1,,,1.1.1.417,1.1.1;1.17.1;1.6.3;1.14.13;1.4.1,1.1.1.170|1.1.1.418|5.3.3.1;1.1.1.417;1.14.13.72;1.14.13.246;1.4.1.27;1.1.1.41;1.3.1.25;1.14.18.9;1.1.1.145;1.14.13.223;1.14.13.26;1.1.1.51;1.1.1.50;1.1.1.213;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25,1.1.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.1.1.417,1.1.1;1.17.1;1.6.3;1.14.13;1.4.1,1.1.1.170|1.1.1.418|5.3.3.1;1.1.1.417;1.14.13.72;1.14.13.246;1.4.1.27;1.1.1.41;1.3.1.25;1.14.18.9;1.1.1.145;1.14.13.223;1.14.13.26;1.1.1.51;1.1.1.50;1.1.1.213;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25,1.1.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.1.1.417,1.1.1;1.17.1;1.6.3;1.14.13;1.4.1,1.1.1.170|1.1.1.418|5.3.3.1;1.1.1.417;1.14.13.72;1.14.13.246;1.4.1.27;1.1.1.41;1.3.1.25;1.14.18.9;1.1.1.145;1.14.13.223;1.14.13.26;1.1.1.51;1.1.1.50;1.1.1.213;1.14.12.-|1.14.12.10;1.14.13.87;1.14.13.113;1.14.13.25,1.1.1,2.3.1;2.1.1;2.4.1;2.8.3,,,1.1.1.417
65901,1.14.20,1.14.20,1.14.20,1.14.20,1.14.20,1.14.20,1.14.20,,4.2.1,,,2.6.1.63,4.2.1,,,2.6.1.63,4.2.1,,,2.6.1.63,"2.6.1,0.6911420226097107;2.1.2,0.050413742661476135;4.1.99,0.04556693881750107;4.3.2,0.03518182784318924;3.5.1,0.02003338746726513",2.6.1.63|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.-|2.6.1.96;1.1.99.14;1.1.3.15,4.2.1,1.13.11;1.1.99;1.13.12;1.3.3,,,2.6.1.63,2.6.1;2.1.2;4.1.99;4.3.2;3.5.1,2.6.1.63|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.-|2.6.1.96;1.1.99.14;1.1.3.15,4.2.1,1.13.11;1.1.99;1.13.12;1.3.3,,,2.6.1.63,2.6.1;2.1.2;4.1.99;4.3.2;3.5.1,2.6.1.63|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.-|2.6.1.96;1.1.99.14;1.1.3.15,4.2.1,1.3.3;1.14.20;1.13.11;4.2.1,,,2.6.1.63,2.6.1;2.1.2;4.1.99;4.3.2;3.5.1,2.6.1.63|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.-|2.6.1.96;1.1.99.14;1.1.3.15,2.6.1,1.3.3;1.14.20;1.13.11;4.2.1,,,2.6.1.63,2.6.1;2.1.2;4.1.99;4.3.2;3.5.1,2.6.1.63|2.6.1.7;2.6.1.35;2.6.1.15|2.6.1.39;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.13;2.6.1.-|2.6.1.96;1.1.99.14;1.1.3.15,2.6.1,1.3.3;1.14.20;1.13.11;4.2.1,,,2.6.1.63
22373,1.13.11,1.13.11,1.13.11,1.13.11,1.13.11,1.13.11,1.13.11,,1.5.3,,,1.7.3.5,1.5.3,,,1.7.3.5,1.5.3,,,1.7.3.5,"1.5.3,0.4669601619243622;1.11.1,0.21190491318702698;1.4.3,0.08883397281169891;1.11.2,0.07643993943929672;1.17.3,0.018541429191827774",1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,1.1.3,1.15.1;1.11.1;1.5.3;1.10.3,,,1.7.3.5,1.5.3;1.11.1;1.4.3;1.11.2;1.17.3,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,1.1.3,1.15.1;1.11.1;1.5.3;1.10.3,,,1.7.3.5,1.5.3;1.11.1;1.4.3;1.11.2;1.17.3,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,1.1.3,1.15.1;1.11.1;1.7.6;3.2.1,,,1.7.3.5,1.5.3;1.11.1;1.4.3;1.11.2;1.17.3,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,1.4.3,1.15.1;1.11.1;1.7.6;3.2.1,,,1.7.3.5,1.5.3;1.11.1;1.4.3;1.11.2;1.17.3,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,1.4.3,1.15.1;1.11.1;1.7.6;3.2.1,,,1.7.3.5
82852,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,,1.14.13,,,1.14.13.253,1.14.13,,,1.14.13.253,1.14.13,,,1.14.13.253,"1.14.13,0.7256467342376709;1.6.3,0.12677058577537537;1.14.19,0.06304831802845001;1.2.1,0.021543508395552635;1.17.1,0.018082009628415108",1.14.13.223;1.14.13.26;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.14.13.81,1.14.13,1.14.19;1.14.13;1.14.18;1.10.3,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.223;1.14.13.26;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.14.13.81,1.14.13,1.14.19;1.14.13;1.14.18;1.10.3,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.223;1.14.13.26;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.14.13.81,1.14.13,1.13.11;1.14.99;1.14.13;1.14.14,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.223;1.14.13.26;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.14.13.81,1.14.13,1.13.11;1.14.99;1.14.13;1.14.14,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.223;1.14.13.26;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.14.13.81,1.14.13,1.13.11;1.14.99;1.14.13;1.14.14,,,1.14.13.253
23933,,,,,,,,,5.4.99,,,5.1.3.9,5.4.99,,,5.1.3.9,5.4.99,,,5.1.3.9,"5.4.99,0.5695326924324036;5.1.3,0.22742265462875366;5.3.1,0.04892128333449364;1.1.1,0.03206208720803261;4.1.3,0.02072223089635372",5.1.3.9;2.5.1.57;2.7.1.60,5.4.99,5.4.2;4.2.99;4.2.3;4.6.1,,,5.1.3.9,5.4.99;5.1.3;5.3.1;1.1.1;4.1.3,5.1.3.9;2.5.1.57;2.7.1.60,5.4.99,5.4.2;4.2.99;4.2.3;4.6.1,,,5.1.3.9,5.4.99;5.1.3;5.3.1;1.1.1;4.1.3,5.1.3.9;2.5.1.57;2.7.1.60,5.4.99,3.3.2;5.4.99;3.2.1;4.1.2,,,5.1.3.9,5.4.99;5.1.3;5.3.1;1.1.1;4.1.3,5.1.3.9;2.5.1.57;2.7.1.60,5.1.3,3.3.2;5.4.99;3.2.1;4.1.2,,,5.1.3.9,5.4.99;5.1.3;5.3.1;1.1.1;4.1.3,5.1.3.9;2.5.1.57;2.7.1.60,5.1.3,3.3.2;5.4.99;3.2.1;4.1.2,,,5.1.3.9
22369,5.1.3;5.1.1,5.1.3;5.1.1,5.1.3;5.1.1,5.1.3;5.1.1,5.1.3;5.1.1,5.1.3;5.1.1,5.1.3;5.1.1,,5.1.3,,,5.1.3.4,5.1.3,,,5.1.3.4,5.1.3,,,5.1.3.4,"5.3.3,0.1413526087999344;5.1.2,0.11764828860759735;2.6.1,0.09376519918441772;2.7.4,0.07474233955144882;2.7.1,0.07464662939310074",2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.4.99,5.3.1;5.1.2;5.1.3;5.1.99,,,5.1.3.4,5.3.3;5.1.2;2.6.1;2.7.4;2.7.1,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.4.99,5.3.1;5.1.2;5.1.3;5.1.99,,,5.1.3.4,5.3.3;5.1.2;2.6.1;2.7.4;2.7.1,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.4.99,5.1.99;5.1.3;5.1.2;5.3.1,,,5.1.3.4,5.3.3;5.1.2;2.6.1;2.7.4;2.7.1,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.3.3,5.1.99;5.1.3;5.1.2;5.3.1,,,5.1.3.4,5.3.3;5.1.2;2.6.1;2.7.4;2.7.1,2.2.1.1;4.1.2.43;2.7.1.19;4.1.1.85,5.3.3,5.1.99;5.1.3;5.1.2;5.3.1,,,5.1.3.4
43141,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.216,2.1.1,,,2.1.1.216,2.1.1,,,2.1.1.216,"2.1.1,0.999503493309021;2.5.1,0.00011454751074779779;3.13.2,8.040093962335959e-05;1.17.98,7.599325908813626e-05;2.3.1,6.596656021429226e-05",2.1.1.216;2.1.1.213;2.1.1.173,2.1.1,1.97.1;4.4.1;1.2.5;1.14.15,,,2.1.1.216,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.216;2.1.1.213;2.1.1.173,2.1.1,1.97.1;4.4.1;1.2.5;1.14.15,,,2.1.1.216,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.216;2.1.1.213;2.1.1.173,2.1.1,2.3.1;2.8.3;2.5.1;2.1.1,,,2.1.1.216,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.216;2.1.1.213;2.1.1.173,2.1.1,2.3.1;2.8.3;2.5.1;2.1.1,,,2.1.1.216,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.216;2.1.1.213;2.1.1.173,2.1.1,2.3.1;2.8.3;2.5.1;2.1.1,,,2.1.1.216
25929,1.3.99,1.3.99,1.3.99,1.3.99,1.3.99,1.3.99,1.3.99,,1.17.99,,,1.3.99.17,1.17.99,,,1.3.99.17,1.17.99,,,1.3.99.17,"1.3.99,0.42012351751327515;1.14.99,0.22830438613891602;1.17.99,0.14748255908489227;1.12.99,0.02585802972316742;1.14.19,0.02333660051226616",1.3.99.17;1.2.3.1;1.3.7.1;1.14.12.4|1.14.13.242;1.13.11.9;1.3.99.16;3.5.4.11;3.1.3.2,1.3.99,1.21.99;1.14.99;1.14.16;1.17.99,,,1.3.99.17,1.3.99;1.14.99;1.17.99;1.12.99;1.14.19,1.3.99.17;1.2.3.1;1.3.7.1;1.14.12.4|1.14.13.242;1.13.11.9;1.3.99.16;3.5.4.11;3.1.3.2,1.3.99,1.21.99;1.14.99;1.14.16;1.17.99,,,1.3.99.17,1.3.99;1.14.99;1.17.99;1.12.99;1.14.19,1.3.99.17;1.2.3.1;1.3.7.1;1.14.12.4|1.14.13.242;1.13.11.9;1.3.99.16;3.5.4.11;3.1.3.2,1.3.99,1.3.99;1.16.3;1.13.11;1.21.99,,,1.3.99.17,1.3.99;1.14.99;1.17.99;1.12.99;1.14.19,1.3.99.17;1.2.3.1;1.3.7.1;1.14.12.4|1.14.13.242;1.13.11.9;1.3.99.16;3.5.4.11;3.1.3.2,1.17.99,1.3.99;1.16.3;1.13.11;1.21.99,,,1.3.99.17,1.3.99;1.14.99;1.17.99;1.12.99;1.14.19,1.3.99.17;1.2.3.1;1.3.7.1;1.14.12.4|1.14.13.242;1.13.11.9;1.3.99.16;3.5.4.11;3.1.3.2,1.17.99,1.3.99;1.16.3;1.13.11;1.21.99,,,1.3.99.17
54893,,,,,,,,,6.3.2,,,4.4.1.37,6.3.2,,,4.4.1.37,6.3.2,,,4.4.1.37,"4.4.1,0.7992995977401733;2.5.1,0.08781640231609344;6.2.1,0.059112533926963806;6.3.2,0.01190729159861803;2.8.1,0.010933301411569118",4.4.1.37;6.3.1.14;6.3.1.5|6.3.5.1,6.2.1,1.97.1;1.4.2;1.14.15;1.14.20,,,4.4.1.37,4.4.1;2.5.1;6.2.1;6.3.2;2.8.1,4.4.1.37;6.3.1.14;6.3.1.5|6.3.5.1,6.2.1,1.97.1;1.4.2;1.14.15;1.14.20,,,4.4.1.37,4.4.1;2.5.1;6.2.1;6.3.2;2.8.1,4.4.1.37;6.3.1.14;6.3.1.5|6.3.5.1,6.2.1,6.3.3;6.6.1;6.3.4;6.3.1,,,4.4.1.37,4.4.1;2.5.1;6.2.1;6.3.2;2.8.1,4.4.1.37;6.3.1.14;6.3.1.5|6.3.5.1,4.4.1,6.3.3;6.6.1;6.3.4;6.3.1,,,4.4.1.37,4.4.1;2.5.1;6.2.1;6.3.2;2.8.1,4.4.1.37;6.3.1.14;6.3.1.5|6.3.5.1,4.4.1,6.3.3;6.6.1;6.3.4;6.3.1,,,4.4.1.37
39980,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.300,2.1.1,,,2.1.1.300,2.1.1,,,2.1.1.300,"2.1.1,0.9997578263282776;2.5.1,0.00012474336836021394;3.13.2,2.27774798986502e-05;1.17.98,2.2748847186448984e-05;2.3.1,2.086623862851411e-05",2.1.1.132;2.1.1.337;2.1.1.137;2.1.1.115|2.1.1.140;2.1.1.201,2.1.1,2.1.1;2.8.4;4.4.1;1.3.8,,,2.1.1.300,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.132;2.1.1.337;2.1.1.137;2.1.1.115|2.1.1.140;2.1.1.201,2.1.1,2.1.1;2.8.4;4.4.1;1.3.8,,,2.1.1.300,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.132;2.1.1.337;2.1.1.137;2.1.1.115|2.1.1.140;2.1.1.201,2.1.1,2.1.1;2.3.1;2.5.1;1.3.8,,,2.1.1.300,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.132;2.1.1.337;2.1.1.137;2.1.1.115|2.1.1.140;2.1.1.201,2.1.1,2.1.1;2.3.1;2.5.1;1.3.8,,,2.1.1.300,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.132;2.1.1.337;2.1.1.137;2.1.1.115|2.1.1.140;2.1.1.201,2.1.1,2.1.1;2.3.1;2.5.1;1.3.8,,,2.1.1.300
43149,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.218,2.1.1,,,2.1.1.218,2.1.1,,,2.1.1.218,"2.1.1,0.9992838501930237;2.3.1,0.00017368930275551975;3.13.2,0.00010677262616809458;1.17.98,9.78051102720201e-05;2.5.1,6.218840280780569e-05",2.1.1.137;2.1.1.218;2.1.1.220;2.1.1.287;2.1.1.286;2.1.1.217;2.1.1.180;2.1.1.184;2.1.1.181,2.1.1,2.8.4;2.1.1;4.4.1;1.3.8,,,2.1.1.218,2.1.1;2.3.1;3.13.2;1.17.98;2.5.1,2.1.1.137;2.1.1.218;2.1.1.220;2.1.1.287;2.1.1.286;2.1.1.217;2.1.1.180;2.1.1.184;2.1.1.181,2.1.1,2.8.4;2.1.1;4.4.1;1.3.8,,,2.1.1.218,2.1.1;2.3.1;3.13.2;1.17.98;2.5.1,2.1.1.137;2.1.1.218;2.1.1.220;2.1.1.287;2.1.1.286;2.1.1.217;2.1.1.180;2.1.1.184;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.8.4,,,2.1.1.218,2.1.1;2.3.1;3.13.2;1.17.98;2.5.1,2.1.1.137;2.1.1.218;2.1.1.220;2.1.1.287;2.1.1.286;2.1.1.217;2.1.1.180;2.1.1.184;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.8.4,,,2.1.1.218,2.1.1;2.3.1;3.13.2;1.17.98;2.5.1,2.1.1.137;2.1.1.218;2.1.1.220;2.1.1.287;2.1.1.286;2.1.1.217;2.1.1.180;2.1.1.184;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.8.4,,,2.1.1.218
51937,1.5.4,1.5.4,1.5.4,1.5.4,1.5.4,1.5.4,1.5.4,,2.1.1,,,1.8.5.7,2.1.1,,,1.8.5.7,2.1.1,,,1.8.5.7,"1.8.4,0.5104208588600159;2.8.1,0.11199057102203369;1.8.1,0.06506800651550293;1.8.3,0.06472468376159668;1.21.4,0.06472393870353699",,1.14.15,1.20.4;4.4.1;2.8.1;1.8.4,,,1.8.5.7,1.8.4;2.8.1;1.8.1;1.8.3;1.21.4,,1.14.15,1.20.4;4.4.1;2.8.1;1.8.4,,,1.8.5.7,1.8.4;2.8.1;1.8.1;1.8.3;1.21.4,,1.14.15,2.1.1;2.5.1;1.7.7;2.8.4,,,1.8.5.7,1.8.4;2.8.1;1.8.1;1.8.3;1.21.4,,1.8.4,2.1.1;2.5.1;1.7.7;2.8.4,,,1.8.5.7,1.8.4;2.8.1;1.8.1;1.8.3;1.21.4,,1.8.4,2.1.1;2.5.1;1.7.7;2.8.4,,,1.8.5.7
14046,4.1.1,4.1.1,4.1.1,4.1.1,4.1.1,4.1.1,4.1.1,,4.1.1,,,2.7.8.23,4.1.1,,,2.7.8.23,4.1.1,,,2.7.8.23,"4.1.1,0.9857984781265259;1.14.11,0.0031364376191049814;2.7.1,0.002244221046566963;1.13.11,0.001856582472100854;2.5.1,0.0005598425050266087",2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.4.99;3.3.2;4.2.99;1.1.99,,,2.7.8.23,4.1.1;1.14.11;2.7.1;1.13.11;2.5.1,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.4.99;3.3.2;4.2.99;1.1.99,,,2.7.8.23,4.1.1;1.14.11;2.7.1;1.13.11;2.5.1,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.4.99;3.3.2;3.1.7;3.1.3,,,2.7.8.23,4.1.1;1.14.11;2.7.1;1.13.11;2.5.1,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.4.99;3.3.2;3.1.7;3.1.3,,,2.7.8.23,4.1.1;1.14.11;2.7.1;1.13.11;2.5.1,2.3.1.165;2.3.1.85;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1|2.3.1.-|2.3.1.206;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.4.99;3.3.2;3.1.7;3.1.3,,,2.7.8.23
23473,,,,,,,,,2.4.1,,,2.3.1.122,2.4.1,,,2.3.1.122,2.4.1,,,2.3.1.122,"2.7.4,0.1360921412706375;5.2.1,0.043530579656362534;2.7.8,0.0333646796643734;2.6.1,0.028737209737300873;2.7.7,0.027589088305830956",2.3.1.122;2.3.1.279;2.7.1.201|2.7.1.69;3.2.1.141;3.1.3.12;2.3.1.79;3.1.1.6;2.3.1.273;2.7.1.205;2.7.1.208|2.7.1.69;2.7.1.207;2.4.1.245;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.7.1.195;3.2.1.70;6.1.2.2;5.4.99.16,2.4.1,2.4.1;3.1.1;4.2.99;2.3.1,,,2.3.1.122,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7,2.3.1.122;2.3.1.279;2.7.1.201|2.7.1.69;3.2.1.141;3.1.3.12;2.3.1.79;3.1.1.6;2.3.1.273;2.7.1.205;2.7.1.208|2.7.1.69;2.7.1.207;2.4.1.245;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.7.1.195;3.2.1.70;6.1.2.2;5.4.99.16,2.4.1,2.4.1;3.1.1;4.2.99;2.3.1,,,2.3.1.122,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7,2.3.1.122;2.3.1.279;2.7.1.201|2.7.1.69;3.2.1.141;3.1.3.12;2.3.1.79;3.1.1.6;2.3.1.273;2.7.1.205;2.7.1.208|2.7.1.69;2.7.1.207;2.4.1.245;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.7.1.195;3.2.1.70;6.1.2.2;5.4.99.16,2.4.1,2.4.1;2.3.1;2.3.2;3.1.1,,,2.3.1.122,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7,2.3.1.122;2.3.1.279;2.7.1.201|2.7.1.69;3.2.1.141;3.1.3.12;2.3.1.79;3.1.1.6;2.3.1.273;2.7.1.205;2.7.1.208|2.7.1.69;2.7.1.207;2.4.1.245;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.7.1.195;3.2.1.70;6.1.2.2;5.4.99.16,2.4.1,2.4.1;2.3.1;2.3.2;3.1.1,,,2.3.1.122,2.7.4;5.2.1;2.7.8;2.6.1;2.7.7,2.3.1.122;2.3.1.279;2.7.1.201|2.7.1.69;3.2.1.141;3.1.3.12;2.3.1.79;3.1.1.6;2.3.1.273;2.7.1.205;2.7.1.208|2.7.1.69;2.7.1.207;2.4.1.245;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.7.1.195;3.2.1.70;6.1.2.2;5.4.99.16,2.4.1,2.4.1;2.3.1;2.3.2;3.1.1,,,2.3.1.122
