reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
82788,2.6.1,2.6.1,2.6.1.92;2.6.1.102;2.6.1.59;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.33;2.6.1.90;4.2.1.168;2.6.1.-|2.6.1.106;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.102;2.6.1.59;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.33;2.6.1.90;4.2.1.168;2.6.1.-|2.6.1.106;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.102;2.6.1.59;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.33;2.6.1.90;4.2.1.168;2.6.1.-|2.6.1.106;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.102;2.6.1.59;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.33;2.6.1.90;4.2.1.168;2.6.1.-|2.6.1.106;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.102;2.6.1.59;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.33;2.6.1.90;4.2.1.168;2.6.1.-|2.6.1.106;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,,,2.6.1,2.6.1,,,2.6.1,,,,2.6.1.92,2.6.1.92,2.6.1.92,"2.6.1,0.9891133308410645;4.2.1,0.006218577269464731;1.14.11,0.0015861507272347808;5.3.2,0.0005839676014147699;1.4.1,0.0004714225069619715",2.6.1.92,2.6.1;4.2.1;1.14.11;5.3.2;1.4.1,2.6.1.92,2.6.1;4.2.1;1.14.11;5.3.2;1.4.1,2.6.1.92,2.6.1;4.2.1;1.14.11;5.3.2;1.4.1,2.6.1.92,2.6.1;4.2.1;1.14.11;5.3.2;1.4.1,2.6.1.92
84772,1.11.2,4.1.1,1.14.16.4;1.14.16.1|1.14.16.4;1.8.3.5;1.14.18.1;1.1.3.15;1.4.3.2,,,1.11.2,4.1.1,1.14.16.4;1.14.16.1|1.14.16.4;1.8.3.5;1.14.18.1;1.1.3.15;1.4.3.2,,,1.11.1,4.1.1,1.14.16.4;1.14.16.1|1.14.16.4;1.8.3.5;1.14.18.1;1.1.3.15;1.4.3.2,,,1.11.1,4.1.1,1.14.16.4;1.14.16.1|1.14.16.4;1.8.3.5;1.14.18.1;1.1.3.15;1.4.3.2,,,1.11.1,4.1.1,1.14.16.4;1.14.16.1|1.14.16.4;1.8.3.5;1.14.18.1;1.1.3.15;1.4.3.2,,,1.11.1,4.1.1,,,1.11.1,4.1.1,,,1.11.1,,,,1.11.2.8,1.11.2.8,1.11.2.8,"1.11.1,0.7627489566802979;1.11.2,0.06822972744703293;1.8.3,0.025927675887942314;1.5.3,0.020274454727768898;1.1.3,0.01887189783155918",1.11.2.8,1.11.1;1.11.2;1.8.3;1.5.3;1.1.3,1.11.2.8,1.11.1;1.11.2;1.8.3;1.5.3;1.1.3,1.11.2.8,1.11.1;1.11.2;1.8.3;1.5.3;1.1.3,1.11.2.8,1.11.1;1.11.2;1.8.3;1.5.3;1.1.3,1.11.2.8
84776,1.10.3,1.1.5,1.11.1.11;1.14.16.4;1.14.16.1|1.14.16.4;1.14.17.3;1.10.3.3;1.14.11.38;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,,,1.10.3,1.1.5,1.11.1.11;1.14.16.4;1.14.16.1|1.14.16.4;1.14.17.3;1.10.3.3;1.14.11.38;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,,,1.13.11,1.1.5,1.11.1.11;1.14.16.4;1.14.16.1|1.14.16.4;1.14.17.3;1.10.3.3;1.14.11.38;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,,,1.13.11,1.1.5,1.11.1.11;1.14.16.4;1.14.16.1|1.14.16.4;1.14.17.3;1.10.3.3;1.14.11.38;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,,,1.13.11,1.1.5,1.11.1.11;1.14.16.4;1.14.16.1|1.14.16.4;1.14.17.3;1.10.3.3;1.14.11.38;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,,,1.14.99,1.1.5,,,1.14.99,1.1.5,,,1.14.99,,,,1.11.2.8,1.11.2.8,1.11.2.8,"1.11.1,0.41923126578330994;1.23.5,0.17186914384365082;1.3.3,0.1600237637758255;1.14.15,0.034498460590839386;1.14.13,0.03334691748023033",1.11.2.8,1.11.1;1.23.5;1.3.3;1.14.15;1.14.13,1.11.2.8,1.11.1;1.23.5;1.3.3;1.14.15;1.14.13,1.11.2.8,1.11.1;1.23.5;1.3.3;1.14.15;1.14.13,1.11.2.8,1.11.1;1.23.5;1.3.3;1.14.15;1.14.13,1.11.2.8
86028,2.3.1,2.3.1;2.5.1,2.3.1.24;1.3.1.107;4.2.1.154;2.3.1.76;2.3.1.22;2.3.1.51;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.26;1.5.1.41;1.6.5.2,,,2.3.1,2.3.1;2.5.1,2.3.1.24;1.3.1.107;4.2.1.154;2.3.1.76;2.3.1.22;2.3.1.51;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.26;1.5.1.41;1.6.5.2,,,4.2.1,2.3.1;2.5.1,2.3.1.24;1.3.1.107;4.2.1.154;2.3.1.76;2.3.1.22;2.3.1.51;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.26;1.5.1.41;1.6.5.2,,,4.2.1,2.3.1;2.5.1,2.3.1.24;1.3.1.107;4.2.1.154;2.3.1.76;2.3.1.22;2.3.1.51;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.26;1.5.1.41;1.6.5.2,,,4.2.1,2.3.1;2.5.1,2.3.1.24;1.3.1.107;4.2.1.154;2.3.1.76;2.3.1.22;2.3.1.51;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.26;1.5.1.41;1.6.5.2,,,5.4.99,2.3.1;2.5.1,,,5.4.99,2.3.1;2.5.1,,,5.4.99,,,,3.1.1.124,3.1.1.124,3.1.1.124,"3.2.1,0.29419851303100586;5.3.1,0.13952988386154175;5.1.3,0.1347837746143341;2.3.1,0.06728839874267578;2.7.8,0.05080628767609596",3.1.1.124,3.2.1;5.3.1;5.1.3;2.3.1;2.7.8,3.1.1.124,3.2.1;5.3.1;5.1.3;2.3.1;2.7.8,3.1.1.124,3.2.1;5.3.1;5.1.3;2.3.1;2.7.8,3.1.1.124,3.2.1;5.3.1;5.1.3;2.3.1;2.7.8,3.1.1.124
86056,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4;1.14.99.14,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4;1.14.99.14,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4;1.14.99.14,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4;1.14.99.14,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4;1.14.99.14,,,1.14.14,1.14.14,,,1.14.14,1.14.14,,,1.14.14,,,,1.14.14.197,1.14.14.197,1.14.14.197,"1.14.14,0.9954261183738708;1.14.19,0.004118329379707575;1.5.1,0.00010736845433712006;1.14.99,8.08558106655255e-05;1.17.7,7.426457887049764e-05",1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197
86092,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,,,1.14.14,1.14.14,,,1.14.14,,,,1.14.14.197,1.14.14.197,1.14.14.197,"1.14.14,0.9954261183738708;1.14.19,0.004118329379707575;1.5.1,0.00010736845433712006;1.14.99,8.08558106655255e-05;1.17.7,7.426457887049764e-05",1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197
86136,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.14.15.4,,,1.14.14,1.14.14,,,1.14.14,1.14.14,,,1.14.14,,,,1.14.14.197,1.14.14.197,1.14.14.197,"1.14.14,0.9954261183738708;1.14.19,0.004118329379707575;1.5.1,0.00010736845433712006;1.14.99,8.08558106655255e-05;1.17.7,7.426457887049764e-05",1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197,1.14.14;1.14.19;1.5.1;1.14.99;1.17.7,1.14.14.197
86308,6.2.1,6.2.1;2.3.1,6.2.1.4;6.2.1.5,,,6.2.1,6.2.1;2.3.1,6.2.1.4;6.2.1.5,,,6.2.1,6.2.1;2.3.1,6.2.1.4;6.2.1.5,,,6.2.1,6.2.1;2.3.1,6.2.1.4;6.2.1.5,,,6.2.1,6.2.1;2.3.1,6.2.1.4;6.2.1.5,,,6.2.1,6.2.1;2.3.1,,,6.2.1,6.2.1;2.3.1,,,6.2.1,,,,6.2.1.4,6.2.1.4,6.2.1.4,"6.2.1,0.6322810053825378;2.3.1,0.26561179757118225;3.1.2,0.05117255076766014;2.3.3,0.021243834868073463;1.2.1,0.012599358335137367",6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;1.2.1,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;1.2.1,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;1.2.1,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;1.2.1,6.2.1.4
86792,3.1.4,2.7.8,2.7.8.1;3.1.4|3.6.1.53;2.7.8.2;2.7.7.14;6.3.2.5;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.8;2.7.7.15|2.7.7.57;2.7.8.38;2.7.8.11;2.7.6.1,,,3.1.4,2.7.8,2.7.8.1;3.1.4|3.6.1.53;2.7.8.2;2.7.7.14;6.3.2.5;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.8;2.7.7.15|2.7.7.57;2.7.8.38;2.7.8.11;2.7.6.1,,,3.6.1,2.7.8,2.7.8.1;3.1.4|3.6.1.53;2.7.8.2;2.7.7.14;6.3.2.5;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.8;2.7.7.15|2.7.7.57;2.7.8.38;2.7.8.11;2.7.6.1,,,3.6.1,2.7.8,2.7.8.1;3.1.4|3.6.1.53;2.7.8.2;2.7.7.14;6.3.2.5;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.8;2.7.7.15|2.7.7.57;2.7.8.38;2.7.8.11;2.7.6.1,,,3.6.1,2.7.8,2.7.8.1;3.1.4|3.6.1.53;2.7.8.2;2.7.7.14;6.3.2.5;2.7.8.45;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.8;2.7.7.15|2.7.7.57;2.7.8.38;2.7.8.11;2.7.6.1,,,3.6.1,2.7.8,,,3.6.1,2.7.8,,,3.6.1,,,,3.6.1.53,3.6.1.53,3.6.1.53,"3.6.1,0.9502239227294922;3.1.4,0.03020816296339035;2.7.9,0.005318241193890572;3.1.7,0.0027433065697550774;2.7.1,0.0014004725962877274",3.6.1.53,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1,3.6.1.53,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1,3.6.1.53,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1,3.6.1.53,3.6.1;3.1.4;2.7.9;3.1.7;2.7.1,3.6.1.53
10013-1.5.3.6-Q,,,,10013,1.5.3.6,,,,10013,1.5.3.6,,,,10013,1.5.3.6,,,,10013,1.5.3.6,,,,10013,1.5.3.6,,,10013,1.5.3.6,,,10013,1.5.3.6,,5.3.3,10013,1.5.3.6,,,,,,,,,,,,,
10017-3.1.1.49-Q,,,,10017,3.1.1.49,,,,10017,3.1.1.49,,,,10017,3.1.1.49,,,,10017,3.1.1.49,,,,10017,3.1.1.49,,,10017,3.1.1.49,,,10017,3.1.1.49,,3.1.1,10017,3.1.1.49,,,,,,,,,,,,,
10189-2.3.3.10-Q,,,,10189,2.3.3.10,,,,10189,2.3.3.10,,,,10189,2.3.3.10,,,,10189,2.3.3.10,,,,10189,2.3.3.10,,,10189,2.3.3.10,,,10189,2.3.3.10,,3.1.2;2.3.1,10189,2.3.3.10,,,,,,,,,,,,,
10265-5.1.3.3-Q,,,,10265,5.1.3.3,,,,10265,5.1.3.3,,,,10265,5.1.3.3,,,,10265,5.1.3.3,,,,10265,5.1.3.3,,,10265,5.1.3.3,,,10265,5.1.3.3,,5.1.1,10265,5.1.3.3,,,,,,,,,,,,,
10285-5.4.3.7-Q,,,,10285,5.4.3.7,,,,10285,5.4.3.7,,,,10285,5.4.3.7,,,,10285,5.4.3.7,,,,10285,5.4.3.7,,,10285,5.4.3.7,,,10285,5.4.3.7,,,10285,5.4.3.7,,,,,,,,,,,,,
10361-3.1.1.35-Q,,,,10361,3.1.1.35,,,,10361,3.1.1.35,,,,10361,3.1.1.35,,,,10361,3.1.1.35,,,,10361,3.1.1.35,,,10361,3.1.1.35,,,10361,3.1.1.35,,,10361,3.1.1.35,,,,,,,,,,,,,
10369-2.6.1.59-Q,,,,10369,2.6.1.59,,,,10369,2.6.1.59,,,,10369,2.6.1.59,,,,10369,2.6.1.59,,,,10369,2.6.1.59,,,10369,2.6.1.59,,,10369,2.6.1.59,,2.6.1,10369,2.6.1.59,,,,,,,,,,,,,
10461-5.3.3.9-Q,,,,10461,5.3.3.9,,,,10461,5.3.3.9,,,,10461,5.3.3.9,,,,10461,5.3.3.9,,,,10461,5.3.3.9,,,10461,5.3.3.9,,,10461,5.3.3.9,,1.17.99;1.13.11,10461,5.3.3.9,,,,,,,,,,,,,
10509-2.2.1.1-Q,,,,10509,2.2.1.1,,,,10509,2.2.1.1,,,,10509,2.2.1.1,,,,10509,2.2.1.1,,,,10509,2.2.1.1,,,10509,2.2.1.1,,,10509,2.2.1.1,,,10509,2.2.1.1,,,,,,,,,,,,,
10609-1.14.14.91-Q,,,,10609,1.14.14.91,,,,10609,1.14.14.91,,,,10609,1.14.14.91,,,,10609,1.14.14.91,,,,10609,1.14.14.91,,,10609,1.14.14.91,,,10609,1.14.14.91,,1.14.14,10609,1.14.14.91,,,,,,,,,,,,,
10613-2.4.2.38-Q,,,,10613,2.4.2.38,,,,10613,2.4.2.38,,,,10613,2.4.2.38,,,,10613,2.4.2.38,,,,10613,2.4.2.38,,,10613,2.4.2.38,,,10613,2.4.2.38,,2.4.1,10613,2.4.2.38,,,,,,,,,,,,,
10733-1.13.12.7-Q,,,,10733,1.13.12.7,,,,10733,1.13.12.7,,,,10733,1.13.12.7,,,,10733,1.13.12.7,,,,10733,1.13.12.7,,,10733,1.13.12.7,,,10733,1.13.12.7,,6.3.2,10733,1.13.12.7,,,,,,,,,,,,,
10757-2.7.9.1-Q,,,,10757,2.7.9.1,,,,10757,2.7.9.1,,,,10757,2.7.9.1,,,,10757,2.7.9.1,,,,10757,2.7.9.1,,,10757,2.7.9.1,,,10757,2.7.9.1,,6.3.1,10757,2.7.9.1,,,,,,,,,,,,,
10797-1.14.13.32-Q,,,,10797,1.14.13.32,,,,10797,1.14.13.32,,,,10797,1.14.13.32,,,,10797,1.14.13.32,,,,10797,1.14.13.32,,,10797,1.14.13.32,,,10797,1.14.13.32,,1.7.1,10797,1.14.13.32,,,,,,,,,,,,,
10805-5.1.99.3-Q,,,,10805,5.1.99.3,,,,10805,5.1.99.3,,,,10805,5.1.99.3,,,,10805,5.1.99.3,,,,10805,5.1.99.3,,,10805,5.1.99.3,,,10805,5.1.99.3,,5.1.1,10805,5.1.99.3,,,,,,,,,,,,,
10905-1.3.99.36-Q,,,,10905,1.3.99.36,,,,10905,1.3.99.36,,,,10905,1.3.99.36,,,,10905,1.3.99.36,,,,10905,1.3.99.36,,,10905,1.3.99.36,,,10905,1.3.99.36,,,10905,1.3.99.36,,,,,,,,,,,,,
10933-6.3.4.5-Q,,,,10933,6.3.4.5,,,,10933,6.3.4.5,,,,10933,6.3.4.5,,,,10933,6.3.4.5,,,,10933,6.3.4.5,,,10933,6.3.4.5,,,10933,6.3.4.5,,6.3.2,10933,6.3.4.5,,,,,,,,,,,,,
10969-6.2.1.10-Q,,,,10969,6.2.1.10,,,,10969,6.2.1.10,,,,10969,6.2.1.10,,,,10969,6.2.1.10,,,,10969,6.2.1.10,,,10969,6.2.1.10,,,10969,6.2.1.10,,2.3.3;6.2.1,10969,6.2.1.10,,,,,,,,,,,,,
11089-3.6.1.2-Q,,,,11089,3.6.1.2,,,,11089,3.6.1.2,,,,11089,3.6.1.2,,,,11089,3.6.1.2,,,,11089,3.6.1.2,,,11089,3.6.1.2,,,11089,3.6.1.2,,7.1.3,11089,3.6.1.2,,,,,,,,,,,,,
11141-5.4.2.8-Q,,,,11141,5.4.2.8,,,,11141,5.4.2.8,,,,11141,5.4.2.8,,,,11141,5.4.2.8,,,,11141,5.4.2.8,,,11141,5.4.2.8,,,11141,5.4.2.8,,5.4.2;3.1.3,11141,5.4.2.8,,,,,,,,,,,,,
11213-1.13.11.17-Q,,,,11213,1.13.11.17,,,,11213,1.13.11.17,,,,11213,1.13.11.17,,,,11213,1.13.11.17,,,,11213,1.13.11.17,,,11213,1.13.11.17,,,11213,1.13.11.17,,1.3.99;5.4.4,11213,1.13.11.17,,,,,,,,,,,,,
11309-6.4.1.2-Q,,,,11309,6.4.1.2,,,,11309,6.4.1.2,,,,11309,6.4.1.2,,,,11309,6.4.1.2,,,,11309,6.4.1.2,,,11309,6.4.1.2,,,11309,6.4.1.2,,6.2.1,11309,6.4.1.2,,,,,,,,,,,,,
11313-3.8.1.8-Q,,,,11313,3.8.1.8,,,,11313,3.8.1.8,,,,11313,3.8.1.8,,,,11313,3.8.1.8,,,,11313,3.8.1.8,,,11313,3.8.1.8,,,11313,3.8.1.8,,5.1.1,11313,3.8.1.8,,,,,,,,,,,,,
11365-2.7.9.2-Q,,,,11365,2.7.9.2,,,,11365,2.7.9.2,,,,11365,2.7.9.2,,,,11365,2.7.9.2,,,,11365,2.7.9.2,,,11365,2.7.9.2,,,11365,2.7.9.2,,6.7.1,11365,2.7.9.2,,,,,,,,,,,,,
11433-2.1.1.153-Q,,,,11433,2.1.1.153,,,,11433,2.1.1.153,,,,11433,2.1.1.153,,,,11433,2.1.1.153,,,,11433,2.1.1.153,,,11433,2.1.1.153,,,11433,2.1.1.153,,2.1.1,11433,2.1.1.153,,,,,,,,,,,,,
11457-2.4.1.101-Q,,,,11457,2.4.1.101,,,,11457,2.4.1.101,,,,11457,2.4.1.101,,,,11457,2.4.1.101,,,,11457,2.4.1.101,,,11457,2.4.1.101,,,11457,2.4.1.101,,2.4.1,11457,2.4.1.101,,,,,,,,,,,,,
11465-1.8.4.1-Q,,,,11465,1.8.4.1,,,,11465,1.8.4.1,,,,11465,1.8.4.1,,,,11465,1.8.4.1,,,,11465,1.8.4.1,,,11465,1.8.4.1,,,11465,1.8.4.1,,,11465,1.8.4.1,,,,,,,,,,,,,
11489-2.3.1.76-Q,,,,11489,2.3.1.76,,,,11489,2.3.1.76,,,,11489,2.3.1.76,,,,11489,2.3.1.76,,,,11489,2.3.1.76,,,11489,2.3.1.76,,,11489,2.3.1.76,,2.3.1,11489,2.3.1.76,,,,,,,,,,,,,
11521-2.4.1.127-Q,,,,11521,2.4.1.127,,,,11521,2.4.1.127,,,,11521,2.4.1.127,,,,11521,2.4.1.127,,,,11521,2.4.1.127,,,11521,2.4.1.127,,,11521,2.4.1.127,,2.4.1,11521,2.4.1.127,,,,,,,,,,,,,
11693-1.6.1.1-Q,,,,11693,1.6.1.1,,,,11693,1.6.1.1,,,,11693,1.6.1.1,,,,11693,1.6.1.1,,,,11693,1.6.1.1,,,11693,1.6.1.1,,,11693,1.6.1.1,,7.1.1;5.1.1,11693,1.6.1.1,,,,,,,,,,,,,
11693-1.6.1.3-Q,,,,11693,1.6.1.3,,,,11693,1.6.1.3,,,,11693,1.6.1.3,,,,11693,1.6.1.3,,,,11693,1.6.1.3,,,11693,1.6.1.3,,,11693,1.6.1.3,,7.1.1;5.1.1,11693,1.6.1.3,,,,,,,,,,,,,
11713-1.2.7.7-Q,,,,11713,1.2.7.7,,,,11713,1.2.7.7,,,,11713,1.2.7.7,,,,11713,1.2.7.7,,,,11713,1.2.7.7,,,11713,1.2.7.7,,,11713,1.2.7.7,,2.3.1,11713,1.2.7.7,,,,,,,,,,,,,
11725-1.8.4.8-Q,,,,11725,1.8.4.8,,,,11725,1.8.4.8,,,,11725,1.8.4.8,,,,11725,1.8.4.8,,,,11725,1.8.4.8,,,11725,1.8.4.8,,,11725,1.8.4.8,,2.8.2,11725,1.8.4.8,,,,,,,,,,,,,
11749-2.2.1.8-Q,,,,11749,2.2.1.8,,,,11749,2.2.1.8,,,,11749,2.2.1.8,,,,11749,2.2.1.8,,,,11749,2.2.1.8,,,11749,2.2.1.8,,,11749,2.2.1.8,,,11749,2.2.1.8,,,,,,,,,,,,,
