reaction_id,SIMMER_SIMMER pred,SelenzymeRF2_All ECs,SelenzymeRF_Top EC,Theia_predicted_label,Theia_confidence,Theia_timestamp,BEC-Pred_Prediction,ec
MNXR174731,2.7.3|6.3.4|2.7.11|3.6.3,2.7.1.59;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.157;2.7.1.162,2.7.1.59,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.17
MNXR153206,4.3.1,4.3.1.2;1.1.1|1.1.1.85|1.1.1.n5,4.3.1.2,4.2.1,0.9993268,2025-05-02 10:32:37,4.2.1,4.2.1.35
MNXR192364,1.14.15|4.2.1,1.14.19.49;1.14.19.56;1.14.19.9;1.14.19.60;1.14.14.15;1.14.19.58;1.14.19.59;1.3.8.1|1.3.8.4|1.3.8.7;1.1.99.21;1.3.8.2;1.14.14.13;1.14.14.46;1.14.14.173;1.14.14.3;1.14.14.172;1.14.14.8;1.14.14.20;1.14.14.9;1.14.14.11;1.14.14.30;1.16.8.1;1.1.99.31;2.1.1.74,1.14.19.49,1.14.19,0.9999918,2025-05-02 10:32:37,1.14.19,1.14.19.49
MNXR148122,4.6.1|3.1.4,3.1.4.11|3.1.4.3|4.6.1.13;3.1.4.11;3.1.3.64|3.1.3.67,3.1.4.11|3.1.4.3|4.6.1.13,4.6.1,0.99012077,2025-05-02 10:32:37,4.6.1,4.6.1.13
MNXR109752,2.3.1,1.2.1.18;2.3.1.180,1.2.1.18,2.3.1,0.98868865,2025-05-02 10:32:37,2.3.1,2.3.-.-
MNXR122780,2.5.1,2.5.1.88;2.5.1.86;2.5.1.31;2.5.1.83;2.5.1.142;2.5.1.82;2.5.1.85;2.5.1.89;2.5.1.81;2.5.1.-|2.5.1.84|2.5.1.85;2.5.1.142|2.5.1.92;2.5.1.91;2.5.1.90;2.5.1.87;2.5.1.10,2.5.1.88,2.5.1,0.99931467,2025-05-02 10:32:37,2.5.1,2.5.1|2.5.1.-
MNXR152192,3.4.16|3.4.17,3.4.16.4;3.4.17.13;2.3.2.2;3.5.1.28,3.4.16.4,3.4.16,0.9935777,2025-05-02 10:32:37,3.4.17,3.4.16.4
MNXR97263,1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.6.5.4,1.1.1,0.9998141,2025-05-02 10:32:37,1.1.1,1.1.1.125
MNXR117447,1.13.12,1.6.3.2;1.14.12.10;1.14.13.240;1.14.13.2|1.14.13.33;1.14.13.8;1.14.14.43|1.14.14.45;1.14.13.225;1.14.14.91;1.14.13.84;1.14.13.237;1.14.14.1,1.6.3.2,1.13.12,0.48661563,2025-05-02 10:32:37,1.14.12,1.14.13|1.14.13.-
MNXR182138,1.4.5,1.4.5.-|1.4.5.1;1.10.2.2;1.5.1.1|1.5.1.49;1.10.3.11;1.5.99.13;1.5.5.1;1.6.5.3|1.6.99.3;1.14.18.3;1.1.2.3;1.1.-.-|1.1.2.4|1.1.5.-;1.1.5.4|1.1.99.16,1.4.5.-|1.4.5.1,1.4.5,0.9966337,2025-05-02 10:32:37,1.3.5,1.4.5.-
MNXR176964,2.1.1|2|2.1.1,2.1.1.9;2.1.1.49;2.1.1.15;2.1.1.301;2.1.1.152;2.1.1.318;2.1.1.197;2.1.1.77,2.1.1.9,2.1.1,0.99996054,2025-05-02 10:32:37,2.1.1,2.1.1.-
MNXR151972,1.14.17,1.14.17.4;1.14.17.3;1.10.3.3;1.14.17.1;1.3.2.3;1.8.5.1;1.11.1.11|1.11.1.7,1.14.17.4,1.14.17,0.99860954,2025-05-02 10:32:37,1.14.17,1.14.17.4
MNXR150794,4.2.1,1.14.14.48;1.14.14.43;1.14.14.81;1.14.14.90;1.14.19.76;1.14.14.82;1.14.14.140;1.14.14.116;1.14.14.89;1.14.14.98;1.14.14.42;1.14.14.80;1.14.14.55;1.14.14.103;1.14.14.154;1.14.14.19,1.14.14.48,1.14.14,0.999466,2025-05-02 10:32:37,1.14.14,1.14.14.116
MNXR109745,1.2.1,1.2.1.3;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.21,1.2.1.3,1.2.1,0.9990972,2025-05-02 10:32:37,1.2.1,1.2.1.28|1.2.1.7
MNXR111570,2.3.1,2.3.1.146;2.3.1.74;2.3.1.159|2.3.1.74;2.3.1.156|2.3.1.74;2.3.1.95,2.3.1.146,2.3.1,0.99769896,2025-05-02 10:32:37,2.3.1,2.3.1|2.3.1.-|2.3.1.74
MNXR122950,2.4.1,2.4.1.236;2.4.1.273;2.4.1.159;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.254;2.4.1.351;2.4.1.22;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.284;2.4.1.338;2.4.1.87;2.4.1.-|2.4.1.301;2.4.1.69;2.4.2.50;2.4.1.122|2.4.1.307;2.4.1.13;2.4.1.245;2.4.1.85,2.4.1.236,2.4.1,0.9998754,2025-05-02 10:32:37,2.4.1,2.4.1
MNXR130350,2.7.1,2.7.1.95;2.7.1.175;2.7.1.85;2.7.1.163;2.7.1.119;2.7.1.187;2.7.1.183;2.7.1.87;2.7.1.72;2.7.1.2,2.7.1.95,2.7.1,0.9997217,2025-05-02 10:32:37,2.7.1,2.7.1
MNXR118266,1.1.1,1.1.1.345;1.1.1.10|1.1.1.50;1.1.1|1.1.1.10|1.1.1.184;1.6.3.2;1.1.1|1.1.1.86,1.1.1.345,1.1.1,0.9998436,2025-05-02 10:32:37,1.1.1,1.1.1|1.1.1.272|1.1.1.28|1.1.1.86
MNXR185502,2.5.1,1.16.1.6;1.16.1.8;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.16.1.6,1.16.1,0.99993825,2025-05-02 10:32:37,1.3.1,1.16.1.6
MNXR184725,1.14.19,1.14.14.69;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.55;1.14.14.43;1.14.14.42;1.14.14.103;1.14.14.80;1.14.14.17;1.14.14.98;1.14.14.177;1.14.14.81,1.14.14.69,1.14.14,0.9999763,2025-05-02 10:32:37,1.14.14,1.14.14.69
MNXR164398,1.11.1,1.14.14.81;1.14.19.76;1.14.14.90;1.14.14.82;1.14.14.48;1.14.14.43;1.14.14.140;1.14.14.19;1.14.14.16;1.14.14.98;1.14.14.89;1.14.14.103;1.14.14.80;1.14.14.154,1.14.14.81,1.14.14,0.9993236,2025-05-02 10:32:37,1.14.14,1.14.14.162
MNXR188551,4.6.1,6.3.2.34;2.5.1.17;3.1.3.33|3.1.3.5,6.3.2.34,3.1.5,0.34173805,2025-05-02 10:32:37,3.6.1,3.1.5.1
MNXR130623,4.3.1,4.3.1.24;4.3.1.11|4.3.1.23|4.3.1.25;4.3.1.15;4.4.1.13;1.7.1.4;1.7.2.2,4.3.1.24,4.3.1,0.9867583,2025-05-02 10:32:37,4.3.1,4.3.1.24
MNXR116643,1.14.13,1.14.12.17;1.14.13.84;1.5.1.43;4.1.99.5;1.14.14.43|1.14.14.45;1.14.14.1,1.14.12.17,1.14.13,0.99594915,2025-05-02 10:32:37,1.14.13,1.14.13.M63
MNXR175315,1.1.1,1.1.1.2|1.1.1.71;1.1.1.91;1.1.1.90;4.1.99.5;1.11.1.22;1.1.1.1|1.1.1.71,1.1.1.2|1.1.1.71,1.1.1,0.97497004,2025-05-02 10:32:37,1.1.1,1.1.1.91
MNXR170614,2.3.1,2.3.3.20;2.3.1.180,2.3.3.20,2.3.3,0.9999343,2025-05-02 10:32:37,2.3.1,2.3.3.20
MNXR190292,1.5.99,1.5.99.4;1.5.3.6;1.5.3.5;2.1.1.49;1.17.1.5;1.17.2.1;1.13.11.9;1.3.7.1;1.3.99.17;1.14.12.23;5.4.4.1;1.14.12.10;1.14.13.84;1.13.11.27;5.4.4.3;1.14.12.14;1.6.5.2,1.5.99.4,1.5.99,0.7760999,2025-05-02 10:32:37,1.5.99,1.5.99.4
MNXR116332,1.21.99,1.21.4.5|1.21.4.a|1.8.99.-|2.5.1.-;1.14.13.-|1.14.13.7;1.14.19.60;2.5.1.18,1.21.4.5|1.21.4.a|1.8.99.-|2.5.1.-,1.14.13,0.8566521,2025-05-02 10:32:37,1.97.1,1.21.99.M3|1.97.1.-
MNXR186799,1.14.11,1.1.98.4;1.8.98.4;1.3.98.4;1.1.98.2;1.5.1.40;1.1.98.5;1.5.98.2|1.5.99.11;1.5.98.1|1.5.99.9;1.17.98.3;1.5.98.3;1.5.3.22;1.5.7.2;1.8.98.3;1.12.98.1;1.12.98.2|1.5.98.1|1.5.99.9;1.14.99.46;4.3.1.32,1.1.98.4,1.3.98,0.5392709,2025-05-02 10:32:37,1.3.8,1.3.98.-
MNXR166089,2.3.1,3.1.4.14;2.3.1|2.3.1.82;6.2.1.13;2.3.1.45;2.3.1.118|2.3.1.5;2.3.1.12;1.2.1|1.2.1.18;2.3.1.223;2.3.1.53;2.3.1.-|2.3.1.263;1.2.1.51;2.3.1.33;2.3.1|2.3.1.-|2.3.1.32;2.3.1.36,3.1.4.14,2.3.1,0.99996233,2025-05-02 10:32:37,2.3.1,2.3.1.49
MNXR192237,1.3.8,1.3.99.3;1.3.3.6;1.14.14.15;1.14.19.56;1.3.99.12;2.1.1.74,1.3.99.3,1.3.99,0.84696627,2025-05-02 10:32:37,1.3.99,1.3.99.-
MNXR166016,3.1.1,3.1.1.4,3.1.1.4,2.3.1,0.9289605,2025-05-02 10:32:37,2.3.1,2.3.1.83
MNXR164784,2.3.1,2.3.1.291;2.3.1.301;2.3.1.299;2.3.1.298;2.3.1.41;2.3.1.207;2.3.1.24;2.3.1.297;2.3.3.20;2.3.1.97;3.1.2.2,2.3.1.291,2.3.1,0.9999502,2025-05-02 10:32:37,2.3.1,2.3.1.M71
MNXR195091,5.1.1,1.14.13.242;3.5.1.1;3.5.1.119;6.3.1.19;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;6.3.2.43;3.5.2.16;3.4.22.59;3.4.22.61;3.4.22.60,1.14.13.242,3.5.1,0.727829,2025-05-02 10:32:37,3.5.2,3.5.2.2
MNXR145483,6.1.1,6.1.1.6,6.1.1.6,6.1.1,0.9928964,2025-05-02 10:32:37,6.1.1,6.1.1.6
MNXR191861,1.11.1,1.8.5.1;1.10.3.3;1.11.1.11|1.11.1.7,1.8.5.1,1.8.5,0.41564783,2025-05-02 10:32:37,1.8.5,1.8.5.1
MNXR130701,3.5.2,4.4.1.13;1.4.1.9;3.5.1.3;3.5.1.44,4.4.1.13,3.5.1,0.9527384,2025-05-02 10:32:37,3.5.1,3.5.1.1
MNXR175602,1.9.6|1.7.99,1.7.3.6;1.7.2.2;1.9.3.1;2.8.5.2;1.8.2.6;1.1.2.6;1.11.1.5;1.7.2.8;1.8.2.3,1.7.3.6,1.7.2,0.9878086,2025-05-02 10:32:37,1.7.2,1.7.2.1
MNXR164480,2.3.3|2.3.1,2.3.1.179|2.3.1.41;2.3.1.294;1.2.1.18;2.3.1.293;2.3.1.180,2.3.1.179|2.3.1.41,2.3.3,0.9680005,2025-05-02 10:32:37,2.3.1,2.3.1.M62
MNXR131695,3.2.1|2.4.1,3.2.1.18,3.2.1.18,4.2.1,0.5215133,2025-05-02 10:32:37,2.4.1,3.2.1.18
MNXR110231,2.3.1,2.3.1.16,2.3.1.16,2.3.1,0.9933587,2025-05-02 10:32:37,2.3.1,2.3.1.-
MNXR163725,1.14.14|1.14.11,1.14.14.161;1.13.11.48;1.14.99.44;1.4.3.13;1.13.11.25;1.13.11.2;1.13.11.74;1.1.3.30;1.1.3.18;1.3.3.16;1.14.12.4|1.14.13.242;1.8.3.5;1.13.11.4;1.1.3.15;1.1.3.41;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,1.14.14.161,1.14.14,0.99995184,2025-05-02 10:32:37,1.14.14,1.14.14.161
MNXR177985,4.4.1|2.8.1,4.4.1.16;2.5.1.47;2.1.1.-|2.1.1.280|2.1.1.9;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.1.1.280|2.5.1.18|2.5.1.48|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,4.4.1.16,4.4.1,0.99765766,2025-05-02 10:32:37,4.4.1,4.4.1.16
MNXR164895,3.1.1,3.1.1.32;3.1.1.4,3.1.1.32,3.1.1,0.999097,2025-05-02 10:32:37,3.1.1,3.1.1.4
MNXR164326,6.2.1,6.2.1.2|6.2.1.25|6.2.1.33;6.2.1.8;6.2.1.43;6.2.1.65|6.2.1.ak;6.2.1|6.2.1.-|6.2.1.12;6.2.1.1|6.2.1.17,6.2.1.2|6.2.1.25|6.2.1.33,6.2.1,0.9998894,2025-05-02 10:32:37,6.2.1,6.2.1.ac
MNXR114166,1.1.1,1.1.1.103;1.1.1.170,1.1.1.103,1.1.1,0.9988776,2025-05-02 10:32:37,1.1.1,1.1.1.381
MNXR120420,1.3.1,1.3.1.108;1.18.1.3;1.3.1.44|1.3.1.9|1.3.8.1|1.3.99.2,1.3.1.108,1.3.1,0.9795902,2025-05-02 10:32:37,1.3.1,1.3.1.109
MNXR110205,1.14.13|1.1.1,1.14.13.105;1.6.3.5;1.14.13.225|1.6.3.1;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.84;1.14.14.1,1.14.13.105,1.14.13,0.99999535,2025-05-02 10:32:37,1.14.13,1.14.13.105
MNXR173728,1.1.5,1.4.5.1;1.4.3.2;1.4.3.3;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.4.5.1,1.4.5,0.9981653,2025-05-02 10:32:37,1.4.5,1.4.5.1
MNXR181499,1.1.1,1.1.1.71;1.6.5.-|1.6.5.3|1.6.5.9;1.3.1.9|2.3.1.-,1.1.1.71,1.1.1,0.99960846,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR130814,3.5.1,6.3.2.35;6.3.2.4,6.3.2.35,3.4.16,0.81626153,2025-05-02 10:32:37,3.4.13,3.4.11.19
MNXR174736,2.7.3|6.3.4|2.7.11|3.6.3,6.3.2.3;6.3.1.10;6.3.2.2|6.3.2.3,6.3.2.3,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.17
MNXR149521,1.14.11,1.14.11.13;2.1.1.275;1.1.1.288;1.14.11.12;1.14.11.15;1.14.13.79;1.1.1.145|5.3.3.1;1.1.1.181;1.1.3.6;1.1.1.51;1.1.1.328;4.1.3.3,1.14.11.13,1.14.11,0.8564504,2025-05-02 10:32:37,1.14.11,1.14.11.13
MNXR132226,3.6.1|3.1.3,3.6.1.-|3.6.1.19|3.6.1.66|3.6.1.9,3.6.1.-|3.6.1.19|3.6.1.66|3.6.1.9,3.6.1,0.98792934,2025-05-02 10:32:37,3.6.1,3.6.1.56
MNXR132215,3.4.21,2.3.2.2;3.5.1.4;3.4.22.40|3.5.1.72;2.3.2.2|3.4.11.10|3.4.19.3;3.4.11.3|3.4.11.6|3.4.22.40,2.3.2.2,3.4.21,0.83107,2025-05-02 10:32:37,3.4.21,3.4.21.59
MNXR126013,1.14.99|1.14.19,1.14.99.24;1.4.3.13;1.8.3.3;1.8.3.5;1.3.3.6;1.14.18.1;1.3.5.2,1.14.99.24,1.14.99,0.9999081,2025-05-02 10:32:37,1.14.99,1.14.99.24
MNXR171269,4.1.1,2.3.1.272;1.2.5.2|1.2.99.3;2.3.1.187;3.1.1.2;3.5.1.114|3.5.1.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1.272,2.3.1,0.98836654,2025-05-02 10:32:37,3.1.1,3.7.1.24|3.7.1.n
MNXR111355,2.8.1,2.8.1.8,2.8.1.8,2.8.1,0.9849208,2025-05-02 10:32:37,2.8.1,2.8.1.8
MNXR100064,2.1.2,2.1.2.10,2.1.2.10,2.1.2,0.9999926,2025-05-02 10:32:37,2.8.1,2.1.2.10
MNXR165776,2.4.1,2.4.1.227;2.4.1.141,2.4.1.227,2.4.1,0.84420276,2025-05-02 10:32:37,2.4.1,2.4.1.145
MNXR129489,3.2.2,2.4.2.10,2.4.2.10,2.4.2,0.9967205,2025-05-02 10:32:37,2.4.2,2.4.2.3|2.4.2.4
MNXR152103,4.3.3,4.3.3.6,4.3.3.6,4.3.3,0.9954145,2025-05-02 10:32:37,4.1.2,4.3.3.6
MNXR122056,1.3.1,1.3.1.34;1.3.1.124;1.3.1.93;1.3.1.38;1.3.1.8;1.1.1.330|1.1.1.36;2.3.1.111;1.2.1.50;1.2.1.84;2.3.1.86;1.3.1.10|1.3.1.39;2.3.1.295;2.3.1.252;2.3.1.165,1.3.1.34,1.3.1,0.99186385,2025-05-02 10:32:37,1.3.1,1.3.1.124
MNXR119521,2.3.1,1.2.1.18;2.3.1.180,1.2.1.18,2.3.1,0.99967635,2025-05-02 10:32:37,2.3.1,2.3.1
MNXR117945,2.1.1,2.1.1.173;2.1.1.172,2.1.1.173,2.1.1,0.99998105,2025-05-02 10:32:37,2.1.1,2.1.1.-|2.1.1.256
MNXR120572,1.3.1|1.14.13,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.225;1.14.13.237;1.14.14.1,1.6.3.2,1.14.13,0.91327083,2025-05-02 10:32:37,1.14.13,1.14.13
MNXR174386,3.2.1|2.4.1,2.4.1.65;2.4.1.37;2.4.1.351;2.4.1.152;2.4.1.17;4.1.1|4.1.1.35,2.4.1.65,2.4.1,0.9985703,2025-05-02 10:32:37,3.2.1,3.2.1.87
MNXR129530,1.2.1,1.2.1.5;1.14.14.-|1.14.14.1,1.2.1.5,1.2.1,0.99999785,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR114338,1.1.1,1.1.1.125|1.1.1.127;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1.125|1.1.1.127,1.1.1,0.97659373,2025-05-02 10:32:37,1.1.1,1.1.1.389
MNXR119210,1.4.9,1.4.3.21|1.4.3.22|1.4.3.4|1.4.3.6|1.4.9.2|1.4.99.4;1.4.9.1;4.1.1.108;2.3.2.13;4.3.1.6;4.3.1.7,1.4.3.21|1.4.3.22|1.4.3.4|1.4.3.6|1.4.9.2|1.4.99.4,1.4.99,0.6582584,2025-05-02 10:32:37,1.4.9,1.4.99|1.4.99.-
MNXR108089,1.2.4,1.2.4.2;1.2.4.4;1.2.4.1,1.2.4.2,1.2.4,0.99965715,2025-05-02 10:32:37,1.2.4,1.2.4.2
MNXR147989,1.13.11,3.3.2.6;1.14.14.94;1.13.11.34;1.1.1.1,3.3.2.6,3.3.2,0.99995685,2025-05-02 10:32:37,3.3.2,3.3.2.6
MNXR109409,1.1.1,1.1.1.1,1.1.1.1,1.1.1,0.99962723,2025-05-02 10:32:37,1.1.1,1.1.1.1
MNXR117039,2.1.1,2.1.1.187;2.1.1.228;2.1.1.221;2.1.1.209,2.1.1.187,2.1.1,0.99998474,2025-05-02 10:32:37,2.1.1,2.1.1.188
MNXR102013,,1.7.3.1;1.7.3.4|1.7.3.6;1.13.12.-|1.14.13.210;1.13.11.-|1.13.11.64;1.13.12.16;1.14.12.23;1.14.12.24;1.14.13.-|1.14.13.167;1.14.13.166;1.13.11.1;1.13.11.2;1.13.11.-|1.13.11.66;1.13.11.9;1.13.11.37;1.13.11.76;1.13.11.-|1.13.11.56;1.13.11.52;1.13.11.25|1.13.11.39;4.1.1.90;1.14.13.31;1.14.14.50;1.14.16.5,1.7.3.1,1.13.12,0.54202527,2025-05-02 10:32:37,1.13.12,1.13.11.32|1.13.12.16
MNXR118690,2.3.1,2.3.1.103;2.3.1.91;3.2.1.126;2.4.1.10;1.1.1.47;4.2.2.12;3.2.1.22;3.2.1.23,2.3.1.103,2.3.1,0.99999833,2025-05-02 10:32:37,2.3.1,2.3.1
MNXR132332,,2.8.3.8;3.5.1.98;3.1.1.2;3.1.1.6;3.1.1.58,2.8.3.8,3.5.1,0.78560156,2025-05-02 10:32:37,3.5.1,3.5.1
MNXR188519,2.1.1,2.1.1.28;2.1.1.6;2.1.1.132;2.1.1.-|2.1.1.340;2.1.1.334;2.1.1.345;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.53;2.1.1.103;2.1.1.222,2.1.1.28,2.1.1,0.9996673,2025-05-02 10:32:37,2.1.1,2.1.1.28
MNXR193704,6.3.5|2.7.3|2.7.1,2.1.3.3|6.3.5.5,2.1.3.3|6.3.5.5,6.3.5,0.6857091,2025-05-02 10:32:37,6.3.5,6.3.5
MNXR174764,2.7.3|6.3.4|2.7.11|3.6.3,6.3.4.13;2.1.2|2.1.2.-|6.3.1.21,6.3.4.13,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.17
MNXR119448,5.1.3,2.3.2.23,2.3.2.23,2.3.1,0.18266293,2025-05-02 10:32:37,2.3.2,2.3.2.26
MNXR134954,2.3.1,2.3.1.15;2.3.1.51;1.2.1.84;2.3.1.119;2.3.1.252,2.3.1.15,2.3.1,0.82868445,2025-05-02 10:32:37,2.3.1,2.3.1.3
MNXR139258,1.97.1,5.3.2.2;5.3.3.7;5.2.1.1;2.8.3.18;1.1.1.37,5.3.2.2,4.1.1,0.99799395,2025-05-02 10:32:37,3.7.1,4.1.1.78
MNXR183899,2.7.4,2.7.1.113;6.3.4.4,2.7.1.113,2.7.4,0.99955565,2025-05-02 10:32:37,2.7.4,2.7.4.M1
MNXR181945,1.2.1,1.2.1.5;1.14.14.1,1.2.1.5,1.2.1,0.99769336,2025-05-02 10:32:37,1.2.1,1.2.1.5
MNXR108954,5.1.3,1.2.1.5;1.2.1.3;3.5.3.1,1.2.1.5,2.7.8,0.5098481,2025-05-02 10:32:37,5.4.4,5.2.1.6
MNXR152379,5.3.2,4.2.1.-|4.2.1.163;4.1.1.68;5.3.2.-|5.3.2.6;4.1.1.77;3.7.1.9;3.7.1.8;4.2.1.132;5.3.2.2;4.2.1|4.2.1.80;3.5.99.5;4.2.1.-|4.2.1.83;5.3.2.8|5.3.3.16;1.1.1.37,4.1.1.68,5.3.2,0.95992535,2025-05-02 10:32:37,5.3.2,5.3.2.M1|5.3.3.-
MNXR174829,2.7.3|6.3.4|2.7.11|3.6.3,6.3.1.10;6.3.2.3;6.3.2.2|6.3.2.3,6.3.1.10,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.18
MNXR129811,,2.5.1.18,2.5.1.18,2.5.1,0.96844417,2025-05-02 10:32:37,2.5.1,2.5.1.18
MNXR131460,2.1.1,2.1.1.337;2.1.1.115|2.1.1.140;2.1.1.49;2.1.1.222,2.1.1.337,2.1.1,1.0,2025-05-02 10:32:37,2.1.1,2.1.1
MNXR119319,1.8.1|1.1.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.6.5.4,1.8.1,0.93696445,2025-05-02 10:32:37,1.8.1,1.8.1.20
MNXR117864,1.14.13,1.14.14.42;1.14.13.124|1.14.14.40;1.14.14.36;2.3.1.85;1.14.14.38|1.14.14.39;2.3.1.161;2.3.1|2.3.1.-|2.3.1.206;2.3.1.41;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.1.1.-|1.1.1.85,1.14.14.42,1.14.13,0.8710708,2025-05-02 10:32:37,1.14.13,1.14.13.-
MNXR131678,1.8.1|1.1.1,1.2.1|1.2.1.19|1.2.1.21|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.69,1.2.1|1.2.1.19|1.2.1.21|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.69,1.2.1,0.732613,2025-05-02 10:32:37,1.2.1,1.2.1.3
MNXR120058,1.2.1|2.3.1,1.2.1.84;1.2.1.50;1.2.1.80;2.3.1.119;2.3.1.86;2.3.1.111;2.3.1.41|2.3.1.85;2.3.1.295;1.2.1.42|1.2.1.n2;1.3.1.38;1.3.1.8;1.1.1.330|1.1.1.36,1.2.1.84,1.2.1,0.98275155,2025-05-02 10:32:37,1.2.1,1.2.1.84
MNXR113812,2.3.1,2.3.1.-|2.3.1.224;2.3.1.180,2.3.1.-|2.3.1.224,2.3.1,0.9994611,2025-05-02 10:32:37,2.3.1,2.3.1.224
MNXR119809,2.1.1,2.1.1.210;2.1.1.254;1.16.1.8;2.1.1.100;2.1.1|2.1.1.163,2.1.1.210,2.1.1,0.99999964,2025-05-02 10:32:37,2.1.1,2.1.1
MNXR188758,1.1.1,1.1.1.-|1.1.1.330;1.1.1.36;1.1.1.100;1.1.1.211|1.1.1.35,1.1.1.-|1.1.1.330,1.1.1,0.9691702,2025-05-02 10:32:37,1.1.1,1.1.1|1.1.1.-|1.1.1.211|1.1.1.330
MNXR145034,2.3.1,2.3.1.61;2.3.1.46,2.3.1.61,2.3.1,0.9931931,2025-05-02 10:32:37,2.3.1,2.3.1.61
MNXR165403,1.4.1|1.1.1,1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.4.1,0.99892384,2025-05-02 10:32:37,1.4.1,1.4.1.5
MNXR111321,1.1.1,1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.348;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.11.1.1|1.11.1.2,1.1.1,0.95414585,2025-05-02 10:32:37,1.17.1,1.1.1.246
MNXR117196,2.1.1,2.1.1.176;2.1.1.178;2.1.1.191,2.1.1.176,2.1.1,0.99991333,2025-05-02 10:32:37,2.1.1,2.1.1.202
MNXR108946,1.1.1|1.14.13,1.14.13.225|1.6.3.1;1.6.3.5;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.14.43|1.14.14.45;1.14.13.8,1.6.3.5,1.14.13,0.9999969,2025-05-02 10:32:37,1.14.13,1.14.13.8
MNXR143855,2.4.1|2|2.4.1,2.4.1.271;2.4.1|2.4.1.-|2.4.1.298;2.4.1.263;2.4.1.136;2.4.1.120|2.4.1.126;2.4.1.121;2.4.1.177;2.4.1.91;2.4.1.237;2.4.1.115;2.4.1.294;2.4.1.238;2.4.1.35;2.4.1.357;2.4.1.234;2.4.1.13|2.4.1.14;2.4.1.-|2.4.1.286;2.4.1.365;2.4.1.272;2.4.1.239;2.4.1|2.4.1.297;2.4.1.96;2.4.1.123,2.4.1.271,2.4.1,0.9977035,2025-05-02 10:32:37,2.4.1,2.4.1
MNXR186191,3.1.3|2.3.1,4.1.99.25;4.1.99.24;4.2.3.154;6.3.4.22;4.2.3.152;3.1.3.4;3.1.3|3.1.3.1|3.1.3.2,4.1.99.25,3.1.3,0.99886453,2025-05-02 10:32:37,3.1.3,3.1.3
