reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
13106-3.1.3.19-Q,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,13106,3.1.3.19,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13114-1.7.1.12-Q,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,13114,1.7.1.12,1.7.1;1.14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13214-1.2.1.16-Q,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,13214,1.2.1.16,1.1.1;1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13214-1.2.1.79-Q,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,13214,1.2.1.79,1.1.1;1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13454-2.8.2.25-Q,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,13454,2.8.2.25,2.8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13510-2.7.7.23-Q,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,13510,2.7.7.23,2.7.7;2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13614-2.7.1.90-Q,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,13614,2.7.1.90,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13634-6.3.1.11-Q,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,13634,6.3.1.11,6.3.2;2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13690-2.7.1.79-Q,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,13690,2.7.1.79,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13738-1.3.1.102-Q,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,13738,1.3.1.102,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13738-1.3.1.74-Q,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,13738,1.3.1.74,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13814-1.14.12.3-Q,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,13814,1.14.12.3,1.14.12;1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13930-3.5.3.11-Q,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,13930,3.5.3.11,3.5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13942-2.7.1.28-Q,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,13942,2.7.1.28,2.7.1;2.7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13986-2.7.1.39-Q,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,13986,2.7.1.39,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13990-2.7.7.12-Q,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,13990,2.7.7.12,5.1.3;5.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14002-2.3.1.65-Q,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,14002,2.3.1.65,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14026-3.5.4.24-Q,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,14026,3.5.4.24,1.17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14042-3.2.1.119-Q,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,14042,3.2.1.119,3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14070-1.1.1.124-Q,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,14070,1.1.1.124,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14074-4.1.1.16-Q,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,14074,4.1.1.16,4.1.1;1.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14106-1.5.1.2-Q,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,14106,1.5.1.2,1.5.1;1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14226-1.1.1.258-Q,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,14226,1.1.1.258,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14306-6.1.1.15-Q,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,14306,6.1.1.15,6.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342-2.2.1.5-Q,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,14342,2.2.1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14358-2.7.1.26-Q,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,14358,2.7.1.26,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14370-3.1.3.18-Q,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,14370,3.1.3.18,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14378-4.1.3.14-Q,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,14378,4.1.3.14,4.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14402-1.1.1.225-Q,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,14402,1.1.1.225,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14438-1.4.3.14-Q,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,14438,1.4.3.14,2.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14466-3.1.3.15-Q,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,14466,3.1.3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474-1.3.1.93-Q,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,14474,1.3.1.93,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14506-2.8.1.3-Q,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,14506,2.8.1.3,1.11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14558-3.2.1.125-Q,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,14558,3.2.1.125,3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562-2.3.1.145-Q,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,14562,2.3.1.145,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14570-4.2.1.28-Q,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,14570,4.2.1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14690-1.14.12.9-Q,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,14690,1.14.12.9,1.14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14706-1.8.1.14-Q,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,14706,1.8.1.14,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14754-1.14.14.19-Q,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,14754,1.14.14.19,1.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14754-1.14.14.32-Q,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,14754,1.14.14.32,1.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14770-1.5.99.4-Q,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,14770,1.5.99.4,1.5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14814-5.1.1.15-Q,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,14814,5.1.1.15,5.1.3;5.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14910-1.1.1.19-Q,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,14910,1.1.1.19,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14914-2.7.1.114-Q,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,14914,2.7.1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14982-1.1.1.51-Q,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,14982,1.1.1.51,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14982-1.1.1.64-Q,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,14982,1.1.1.64,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15122-2.8.1.5-Q,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,15122,2.8.1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130-1.14.14.99-Q,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,15130,1.14.14.99,1.14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15298-2.4.1.133-Q,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,15298,2.4.1.133,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350-2.3.1.35-Q,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,15350,2.3.1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15366-2.4.2.61-Q,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,15366,2.4.2.61,2.4.2;2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15426-1.3.98.3-Q,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,15426,1.3.98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15466-2.7.1.91-Q,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,15466,2.7.1.91,2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15474-2.4.1.236-Q,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,15474,2.4.1.236,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15582-2.3.1.115-Q,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,15582,2.3.1.115,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15602-2.8.3.17-Q,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,15602,2.8.3.17,4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15610-2.7.6.1-Q,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,15610,2.7.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15614-1.3.1.76-Q,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,15614,1.3.1.76,1.14.13;1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15674-3.1.2.11-Q,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,15674,3.1.2.11,2.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15782-5.4.3.6-Q,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,15782,5.4.3.6,5.4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15954-2.7.3.10-Q,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,15954,2.7.3.10,2.7.3;2.7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15974-2.8.2.4-Q,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,15974,2.8.2.4,2.8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15990-1.1.1.34-Q,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,15990,1.1.1.34,1.1.1;1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15994-1.14.13.40-Q,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,15994,1.14.13.40,1.14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16010-2.7.2.6-Q,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,16010,2.7.2.6,2.7.2;2.7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16090-3.1.3.75-Q,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,16090,3.1.3.75,3.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16178-1.2.1.36-Q,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,16178,1.2.1.36,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16218-3.1.1.15-Q,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,16218,3.1.1.15,3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16234-1.1.1.169-Q,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,16234,1.1.1.169,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16290-1.5.1.18-Q,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,16290,1.5.1.18,1.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16318-1.1.1.112-Q,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,16318,1.1.1.112,1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16366-3.1.1.20-Q,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,16366,3.1.1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16390-1.14.13.64-Q,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,16390,1.14.13.64,1.14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16414-2.3.1.200-Q,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,16414,2.3.1.200,5.1.3;5.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16438-2.5.1.18-Q,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,16438,2.5.1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446-4.2.1.105-Q,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,16446,4.2.1.105,4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16514-1.13.12.4-Q,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,16514,1.13.12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16534-2.4.1.94-Q,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,16534,2.4.1.94,2.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16538-3.1.3.76-Q,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,16538,3.1.3.76,3.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16542-1.13.11.51-Q,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,16542,1.13.11.51,1.13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16622-1.5.3.12-Q,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,16622,1.5.3.12,1.5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16678-1.2.1.69-Q,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,16678,1.2.1.69,1.17.1;1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16710-1.14.16.4-Q,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,16710,1.14.16.4,1.14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16758-1.8.1.12-Q,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,16758,1.8.1.12,1.8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
