Reaction,SelenzymeRF
R06543,1.1.1.100;1.1.1.36;1.1.1.330;1.6.5.2
R06546,2.4.1|2.4.1.-|2.4.1.298;2.4.1.170;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.111;2.4.1.91;2.4.1.238;2.4.1.35;2.4.1|2.4.1.-|2.4.1.297;2.4.1.239;2.4.1.17;2.4.1.237;2.4.1.299;2.4.1.159;2.4.1.87;2.4.1.300;2.4.1.15
R06563,1.3.1.45;1.1.1.100;1.3.1.10;1.6.5.2
R06571,1.1.1.195;1.1.1.1
R06578,2.1.1.68;2.1.1.292;2.1.1|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.128;2.1.1.109;2.1.1.6;2.1.1.146;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.17;2.1.1.98
R06583,6.2.1.12;1.2.1.44;6.2.1.33;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.64;6.2.1.7;6.2.1|6.2.1.-|6.2.1.32;6.2.1.1
R06586,4.3.1.15;2.6.1.94;2.6.1.57;6.3.5.9;4.1.1.95;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87;3.5.1.132
R06589,5.3.1.6
R06610,1.1.1.234;1.1.1.219;1.6.5.2
R06621,1.8.1.4;1.1.1.21;1.2.1.48;1.3.1.9|2.3.1.-
R06622,1.14.13.22;1.14.13.26;1.14.13.25;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.1.1.375;1.1.1.272;1.14.13.105;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06643,2.3.1.199;2.3.1.159|2.3.1.74
R06680,2.1.1.11;2.1.1.80;2.1.1.197;2.1.1.333;2.1.1.98;2.1.1.77
R06688,1.14.13.26;1.14.13.25;1.14.12|1.14.12.12;1.1.1.36;1.1.1.330;1.3.1.93;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06689,1.14.13.26;1.14.13.25;1.14.13.69;1.1.1.36;1.3.1.93;1.1.1.330;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06700,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.13.11.15;1.13.11.52
R06719,2.1.1.333;2.1.1.98;2.1.1.16|2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.17;2.1.1.77
R06728,3.1.1.10;2.3.1.99;2.3.1.133;3.3.2.10;2.3.1.93;5.4.2.11
R06736,2.3.1.180
R06740,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.2.1.29|1.2.3.1;1.17.3.2;1.4.3.4
R06758,1.14.11.13;1.14.13.1;1.14.14.36;2.3.1.159|2.3.1.74
R06770,5.1.3.2;2.4.1.170;2.4.1.17
R06788,1.13.11.16;1.13.11.2;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1|1.13.11.M6;1.13.11.15;1.13.11.-|1.13.11.8;1.13.11.38;1.13.11.-|1.13.11.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R06789,3.7.1.9;3.7.1.8;3.7.1.-|3.7.1.13;1.13.11.1;1.13.11.2;1.13.11.-|1.13.11.3;1.13.11.16;5.5.1.1;1.2.1.3
R06793,4.2.1.105;1.14.14.81|1.14.14.82;1.3.1.45;5.1.2.2;5.5.1.6;2.3.1.159|2.3.1.74
R06802,2.4.1.159;2.4.2.51;5.4.2.2;2.4.1|2.4.1.297;2.4.1.236;2.4.1.-|2.4.1.254;2.4.1|2.4.1.-|2.4.1.298;2.4.1.239;2.4.1.17;2.4.1.170
R06805,2.4.1.87;2.4.1.236;2.4.1|2.4.1.297;2.4.1.239;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.15;2.4.1.230;2.4.1.91;2.4.1.210;2.4.1.173
R06812,2.4.1.239;2.4.1.236;2.4.1|2.4.1.-|2.4.1.297;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.87;2.4.1.159;3.2.1.74;2.4.1.230;2.4.1.15;2.4.1.210;2.4.1.91;2.4.1.173
R06814,2.4.2.51;2.4.1.239;2.4.1.236;2.4.1.159;2.4.1.-|2.4.1.254;2.4.1|2.4.1.-|2.4.1.297;2.4.1.87;2.4.1.15;2.4.1.17
R06816,2.1.1.98;2.1.1.333;2.1.1.77
R06817,2.3.1.171;2.3.1.172;2.3.1.116;2.3.1.115;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.207;2.3.1.79;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R06818,2.4.1.159;2.4.2.51;5.4.2.2;2.4.1.-|2.4.1.254;2.4.1.236;2.4.1|2.4.1.-|2.4.1.298;2.4.1|2.4.1.-|2.4.1.297;2.4.1.239;2.4.1.17;2.4.1.87
R06821,2.3.1.115;2.3.1.171;2.3.1.116;2.3.1.172;2.3.1|2.3.1.-|2.3.1.215;2.3.1.207;2.3.1.153;2.3.1.79;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R06831,1.14.12.-|1.14.12.26;1.3.1.119|1.3.1.19|1.3.1.an;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.12;1.14.12.18;1.1.1.345;1.1.1.337|1.1.1.375;1.1.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06835,5.5.1.7;1.13.11.1;1.13.11.-|1.13.11.8;1.13.11.39;1.13.11.2;4.1.1.77;1.13.11.15;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.3;4.2.1.85;4.1.1.68;2.6.1.21
R06840,5.5.1.7;3.1.1.45;1.13.11.1|1.13.11.M6;3.5.99.5;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;5.5.1.1;1.2.1.32;4.1.1.77;4.1.1.68;1.13.11.-|1.13.11.3
R06847,1.1.1.233;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R06854,4.1.1.68;5.5.1.1;1.13.11.1;2.3.1.-|2.3.1.217;5.5.1.7;3.1.1.45;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;4.1.1.77;1.13.11.15;1.13.11.-|1.13.11.8
R06856,1.14.12.18;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12|1.14.12.12;1.14.13.69;1.14.12.10;1.14.13.25;1.14.13.26;1.14.14.-|1.14.14.1
R06886,1.13.11.39;1.13.11.2;1.13.11.15;1.13.11.-|1.13.11.66;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1;1.13.11.38;1.13.11.-|1.13.11.8;1.13.11.52;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.3
R06891,1.1.1|1.1.1.-|1.14.13.84;1.6.5.2
R06893,3.1.1.2;1.13.11.-|1.13.11.66;1.14.13.-|1.6.5.2
R06904,2.8.3.5;4.2.1.17;4.2.1.-|4.2.1.134
R06906,2.3.1.199;1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R06915,1.14.13.1;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.10;1.14.12.12;1.14.12.-|1.14.12.26;1.14.13.25|1.14.14.-|1.14.14.1
R06917,1.1.1.1
R06920,1.3.1.29;1.1.1.50|1.3.1.20;1.14.12.12;1.3.1.56;1.3.1.87;1.3.1.19;1.13.11.38;1.13.11.-|1.13.11.39;1.3.1.25;1.14.14.-|1.14.14.1
R06923,4.1.2.34;2.6.1.21;2.6.1.14;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R06927,1.1.1.21|1.1.1.90;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.91;1.1.1.1
R06940,1.14.14.42;3.5.1.9;3.5.4.16
R06943,1.3.3.6;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.3.8.2;1.5.-.-|1.5.99.8;1.1.99.3;1.1.5.3|1.1.99.5
R06951,5.3.99.9;1.14.15.21;1.10.99.3|1.23.5.1;5.5.1.-|5.5.1.19;2.1.1.210;2.4.1.8|3.2.1.20|4.2.1.131;1.14.14.-|1.14.14.1
R06963,5.5.1.-|5.5.1.18;2.1.1.210;5.5.1.-|5.5.1.19;2.5.1|2.5.1.32|5.5.1.19;4.2.1.131;1.3.99.27;2.4.1.8|3.2.1.20|4.2.1.131;1.3.8.2;1.3.1.96|2.5.1.21
R06967,1.14.99.46;3.5.4.5
R06971,1.14.99.46;1.10.99.3|1.23.5.1;1.13.11.1;1.1.5.2;1.10.3.11;1.6.5.2
R06973,4.1.1.1;2.3.1.180
R06977,2.6.1.57;2.6.1.22;2.6.1.94;3.5.1.132;3.5.1.114;1.4.7.1;3.5.1.130|3.5.1.ai;4.1.1.95;2.6.1.14;2.6.1.-|2.6.1.11;2.6.1.88;2.6.1.-|2.6.1.118|2.6.1.ah
R06979,4.1.1.95;3.5.1.114;1.2.1.95;3.4.13.18|3.4.13.4;2.6.1.57;2.3.1.-|2.3.1.183;3.5.1.114|3.5.1.14;2.3.1.80;4.4.1.13;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R06983,2.5.1.46;1.8.1.4;1.1.1.233;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06988,4.1.1.55;1.14.13.-|1.6.5.2
R07000,1.14.14.-|1.14.14.1
R07001,1.14.14.-|1.14.14.1
R07039,1.14.14.-|1.14.14.1
R07048,1.14.14.-|1.14.14.1
R07050,1.14.14.-|1.14.14.1
R07052,1.14.14.-|1.14.14.1
R07053,1.14.14.-|1.14.14.1
R07060,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R07072,3.3.2.9;2.5.1.18
R07079,1.14.14.-|1.14.14.1
R07080,1.14.14.-|1.14.14.1
R07081,1.14.14.-|1.14.14.1
R07082,3.3.2.9;1.14.14.-|1.14.14.1
R07083,2.5.1.18
R07085,1.14.14.-|1.14.14.1
R07089,1.14.14.-|1.14.14.1
R07092,1.14.14.-|1.14.14.1
R07110,3.3.2.10;1.14.14.1
R07111,3.3.2.10;1.14.14.1
R07141,2.5.1.46;1.8.1.4;1.1.1.233;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R07147,1.1.1.119|1.1.1.179;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.363|1.1.1.49;1.1.1.363|1.1.1.388;1.1.5.9;1.1.99.35;1.1.1.107|1.1.1.122;1.1.1.203;1.1.1.233;1.1.1.21;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R07168,1.6.5.2
R07169,1.1.1.100;1.3.1.10;1.3.1.93;1.1.1.330;1.1.1.36;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R07170,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R07175,1.1.1.36;1.1.1.330;1.2.1.44;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.-|1.1.1.100
R07178,1.10.99.3|1.23.5.1;1.14.15.21;5.3.99.9;1.1.3.8;1.14.14.-|1.14.14.1
R07188,1.14.12.10;1.14.13.69;1.14.12.18;1.14.12.19;1.14.13.25;1.14.13.26;1.14.12|1.14.12.12;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375;1.1.1.345
R07194,1.14.13.69;1.14.12.10;1.14.13.25;1.14.13.26;1.14.13.244;1.14.13.-|1.6.5.2;1.14.13.-|1.14.13.20|1.14.13.7
R07214,1.14.14.36;1.14.13.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.57|1.13.11.8;1.13.11.1;1.13.11.16
R07226,1.17.4.1;1.17.4.2
R07229,1.7.2.1|7.1.1.9
R07249,2.3.1.180
R07250,2.3.1.-|2.3.1.217;2.3.1|2.3.1.-|2.3.1.74;2.3.1.207;2.3.1.159|2.3.1.74;2.3.1.180
R07251,2.3.1.-|2.3.1.39|2.3.1.85|2.3.1.86;2.3.1.180
R07252,2.3.1.180
R07255,2.3.1.207;4.2.1.17;4.2.1.-|4.2.1.134
R07258,2.4.1.143;2.4.1.155;3.2.1.183|5.1.3.14|5.1.3.7;2.7.7.99;2.4.1.15;2.7.7.37|2.7.7.64;3.6.1.17
R07266,2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.238;2.4.1.239;2.4.1.91;2.4.1|2.4.1.297;2.4.1.170;2.4.1.111;2.4.1.237;2.4.1.17|2.4.1.95;3.2.1.183|5.1.3.14|5.1.3.7;5.4.2.2
R07267,2.5.1.-|2.5.1.31;2.5.1.20;2.5.1.89;1.3.1.96|2.5.1.21;2.4.2.43
R07272,2.5.1.39
R07281,4.1.99.12
R07287,2.8.2.15;2.8.2.-|2.8.2.38;6.3.5.9;2.4.1.17;2.8.2.14;2.8.2.36;2.8.2.1;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R07295,2.3.1.26;4.2.1.17;4.2.1.-|4.2.1.134
R07296,2.3.1.207;2.3.1.176;6.2.1.7;2.3.1.180
R07300,3.5.1.17;2.3.1|2.3.1.-|2.3.1.32;3.5.2.2;3.1.1.4
R07310,3.1.2.6
R07311,1.14.14.90;1.1.1.21;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R07321,1.14.-.-|1.14.13.-|1.14.15.24;1.14.15.21;1.10.99.3|1.23.5.1;5.3.99.9;1.14.14.-|1.14.14.1
R07324,5.3.1.6
R07331,2.1.1.212|2.1.1.46;2.1.1.155|2.1.1.231;2.1.1.150;2.1.1.146;2.1.1.38;2.1.1.42;2.1.1.4;2.1.1.94;2.1.1.197;2.1.1.15;2.1.1.77
R07332,2.4.1.91;2.4.1.239;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.238;2.4.1.170;2.4.1.111;2.4.1.237;2.4.1|2.4.1.297;2.4.1.17|2.4.1.95;3.2.1.183|5.1.3.14|5.1.3.7;5.4.2.2
R07336,2.4.99.20;5.4.2.2;3.6.1.15|3.6.1.5
R07337,2.4.1.236;2.4.1.239;2.4.2.51;2.4.1.-|2.4.1.254;2.4.1|2.4.1.297;2.4.1.87;2.4.1.159;2.4.1.15;2.4.1.210;2.4.1.17
R07346,1.1.1.289;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.1.287;1.1.1.10;1.1.1.56;1.1.1.14|1.1.1.9;1.1.1.250;1.1.1.11;1.2.1.19|1.2.1.23|1.2.1.49;1.2.1.28|1.2.1.7;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
R07351,1.6.5.2
R07352,1.6.5.2
R07359,1.3.1.10;1.1.1.100;1.3.1.93;1.1.1.330;1.1.1.36;1.2.1.95;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
R07360,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R07364,1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.8;1.13.11.1|1.13.11.M6;1.13.11.38;1.13.11.15;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.66;1.13.11.-|1.13.11.3;1.13.11.52
R07376,4.1.1.65
R07384,2.7.8.1;3.1.4.3;2.3.1.121;2.7.8.41;3.6.1.26;3.1.4.4;3.1.1.4
R07386,3.1.4.4;2.7.8.24;3.1.4.41;3.1.1.8;3.1.4.3;2.3.1.121;2.3.1.25;3.1.1.4
R07392,4.1.2.19;1.1.1.286|1.1.1.41|1.1.1.42|1.1.1.87
R07397,2.4.1.223;2.4.1.135;2.4.1.175;2.4.1.143;2.4.1.146;2.4.1.145;2.4.1.155;5.4.2.2;2.7.8.41;2.4.1.87;3.6.1.15|3.6.1.5
R07404,6.3.5.9;6.3.2.11;6.3.1.9;6.2.1.5
R07405,3.6.1.5;2.7.8.41;3.6.1.26;5.1.3.9
R07416,6.2.1|6.2.1.-|6.2.1.32;6.2.1.33;6.2.1.12;6.2.1.7;6.2.1.1
R07426,2.4.1.15;2.4.1.239;2.4.1.210;2.4.1.87;2.4.1.173;2.4.1.35;2.4.1.91
R07433,2.3.1|2.3.1.133|3.1.2.-;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;6.2.1.12;2.3.1.180
R07440,1.14.13.26;1.14.13.25;1.14.12.12;1.14.12.10;1.14.12.18;1.14.12.19;1.14.12.-|1.14.12.26;1.14.13.3|1.14.14.9;1.3.1.10;1.1.1.100
R07447,1.3.1|1.3.1.-|1.3.1.22|1.3.99.-;1.1.1.145|5.3.3.1;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.181;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag
R07481,2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.333;2.1.1.98;2.1.1.127;2.1.1.16|2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.123|2.1.1.124;2.1.1.17
R07524,2.1.1|2.1.1.-|2.1.1.210;2.1.1.333;2.1.1.98;2.1.1.16|2.1.1.71;2.1.1.80;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.85;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60
R07527,2.1.1.210;2.1.1.333;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.16|2.1.1.71;2.1.1.127;2.1.1.80;2.1.1.103|2.1.1.16|2.1.1.71
R07533,2.1.1.210;2.1.1.333;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.16|2.1.1.71;2.1.1.127;2.1.1.80;2.1.1.103|2.1.1.16|2.1.1.71
R07534,1.3.99.27;2.1.1.210;5.5.1.-|5.5.1.19;5.5.1.-|5.5.1.18;1.3.5.5|1.3.99.28|1.3.99.29|1.3.99.30;1.3.8.2;4.2.1.131;2.4.1.8|3.2.1.20|4.2.1.131;2.5.1|2.5.1.32|5.5.1.19
R07543,4.2.1.131;2.4.1.8|3.2.1.20|4.2.1.131;2.1.1.210;2.5.1|2.5.1.32|5.5.1.19;1.3.99.27;5.5.1.-|5.5.1.18;1.3.1.96|2.5.1.21
R07599,1.2.4.4;1.2.4.2;1.2.4.1|2.2.1.6|4.1.1.1
R07612,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.11.1.8;1.11.1.10;1.11.1.18;2.7.7.89
R07618,1.14.12|1.14.12.12;1.6.5.2
R07627,3.3.2.9;2.4.1.239;3.3.2.10;3.2.1.118|3.2.1.21
R07630,2.5.1.20;2.5.1.89;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.-|2.5.1.31;2.5.1.39
R07635,3.1.4.11|3.1.4.3|4.6.1.13;2.7.8.20;2.3.1.158;2.3.1.20
R07636,4.6.1.15;2.7.7.2;3.6.1.18|3.6.1.9
R07649,2.5.1.20;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;2.5.1.-|2.5.1.31;1.3.1.96|2.5.1.21;5.5.1.-|5.5.1.18;2.5.1.39
R07651,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R07672,1.-.-.-|1.1.1.271;3.6.1.21;2.4.1.69;2.4.1.152;2.7.8.28;6.2.1.4;6.3.2.34;2.7.1.190
R07679,1.7.2.1|7.1.1.9
R07688,1.14.14.1
R07706,1.14.13.69;1.14.13.25;1.14.13.26;1.14.12|1.14.12.12;1.14.12.19;1.14.12.18;1.14.12.10;1.6.5.2
R07713,4.1.2.34;1.13.11.38;2.6.1.21;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R07741,2.3.1.115;2.3.1.116;2.3.1.171;2.3.1.172;2.3.1.207;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.79;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R07747,1.3.1.45;1.1.1.100;1.6.5.2
R07753,2.4.1.170;2.4.1.111;2.4.1.35;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.237;2.4.1.17;2.4.1.239;2.4.1.210;2.4.1.15
R07793,1.14.12|1.14.12.-|1.14.12.14;1.14.13.-|1.14.13.20|1.14.13.7;1.14.12.-|1.14.12.26;1.14.13.3|1.14.14.9;1.14.12.12;1.13.11.15;1.14.12.18;1.14.12.10;1.13.11.38;1.13.11.-|1.13.11.3;1.14.13.-|1.6.5.2
R07794,1.14.12.-|1.14.12.26;1.3.1.119|1.3.1.19|1.3.1.an;6.3.5.9;1.14.13.-|1.14.13.25;1.14.13.25|1.14.14.-|1.14.14.1
R07797,6.2.1.7;1.1.1.213|1.1.1.50;2.8.2.14;2.8.2.15;2.8.2.24;2.8.2.-|2.8.2.38;2.8.2.1;2.8.2.36;6.3.5.9;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.8.2.3;2.3.1.23;2.7.1.25
R07814,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;3.1.2.22
R07823,2.8.2.2;3.1.6.2;1.14.14.34|1.14.14.5|1.14.14.ah;3.1.6.1;3.1.6.1|3.1.6.8;2.7.7.53;2.8.2.3;1.14.14.-|1.14.14.1
R07831,2.8.3.-|2.8.3.8;4.1.1.68;1.13.11.1;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.1.1.100
R07839,5.3.2|5.3.2.1|5.3.2.6;1.13.11.-|1.13.11.8;4.1.1.68;1.1.1.312;4.1.1.77;1.13.11.15;1.13.11.-|1.13.11.3;1.13.11.57|1.13.11.8;2.6.1.14;2.7.8.23;2.6.1.57;2.3.1.-|2.3.1.217;2.6.1.21;1.13.11.1;3.5.99.5;5.5.1.7;1.2.1.32|1.2.1.85;3.1.1.45
R07863,3.1.2.14;3.1.1.98;2.3.1.241;1.3.1.9|2.3.1.-
R07865,2.3.1.241;3.1.2.21;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.59
R07867,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;1.14.14.-|1.14.14.1
R07872,3.1.2.14;1.3.1.9|2.3.1.-
R07884,2.3.1.172;2.3.1.207;2.3.1.171;2.3.1.115;2.3.1.116;2.3.1.180
R07896,1.3.3.6;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.3.8.2;1.5.-.-|1.5.99.8;1.1.99.3;1.1.5.3|1.1.99.5
R07903,2.4.1.159;2.4.2.51;5.4.2.2;2.4.1.-|2.4.1.298;2.4.1.297;2.4.1.236;2.4.1.-|2.4.1.254;2.4.1.239;2.4.1.17;2.4.1.87
R07907,2.3.1|2.3.1.-|2.3.1.215;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.299;2.3.1.153;2.3.1.172;2.1.1.68;2.4.1.143;2.4.1.155;2.7.8.20;2.1.1.292;2.4.2.51;2.4.1.135;2.1.1.109;2.3.1.171;2.4.1.146;2.1.1.116|2.1.1.121;2.1.1|2.1.1.291;3.2.1.31;2.1.1.128;2.4.1.201;2.4.1.152
R07912,2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.297;2.4.1.239;2.4.1.170;2.4.1.17|2.4.1.95;2.4.2.51;5.4.2.2
R07913,2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.170;2.4.1.-|2.4.1.254;2.4.1.91;2.4.1.111;2.4.1.35;2.4.2.51;2.4.1.17;2.4.1.239;2.4.1.297;2.4.1.237;2.4.1.15
R07914,2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.170;2.4.1.-|2.4.1.254;2.4.1.91;2.4.1.111;2.4.1.35;2.4.1.17;2.4.1.239;2.4.1.87;2.4.1.237;2.4.2.51;2.4.1.15
R07918,3.2.1.74;2.4.1.245;5.3.1.5
R07920,2.1.1.85;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.98;2.1.1.77
R07924,2.4.1.238;2.3.1.153;2.3.1.172;2.3.1|2.3.1.-|2.3.1.215;2.4.1|2.4.1.-|2.4.1.298;2.4.1.299;2.4.1.155;2.4.1.143;2.4.1.135;2.4.1.146;2.4.1.223;2.7.8.20;2.3.1.171;2.4.1.145;2.4.1.201;1.13.11.-|1.13.11.8;2.4.1.300;2.4.1.152;2.4.1.150;2.1.1|2.1.1.122;3.2.1.22
R07927,2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.171;2.3.1.172;2.3.1.115;2.3.1.116;2.3.1.133;2.3.1.79;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;6.2.1.12;2.3.1.180
R07938,2.3.1.171;2.3.1.172;2.3.1.115;2.3.1.116;2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.207;2.3.1.79;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R07952,1.1.1.-|1.1.1.211;1.1.1.211|1.1.1.35
R07954,1.13.12.-|1.14.13.179;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.14.13.26;1.14.13.25;1.1.1.14|1.1.1.9;1.1.1.250;1.1.1.12|1.1.1.14;1.1.1.56;1.1.1.11;1.1.1.15;1.1.1.16;1.13.12.-|1.14.13.178;1.1.1.2|1.1.1.21;1.1.1.289;1.1.1.10;1.1.1.287
R07957,1.13.12.-|1.14.13.178;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.179;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.11;1.1.1.15;1.1.1.56;1.1.1.250;1.1.1.16;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.287;1.1.1.289
R07959,1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.179;1.14.13.26;1.14.13.25;1.1.1.14|1.1.1.9;1.1.1.12|1.1.1.14;1.1.1.11;1.1.1.15;1.1.1.56;1.1.1.250;1.1.1.16;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.287;1.1.1.289
R07960,1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.13.12.-|1.14.13.179;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.15;1.1.1.56
R07967,1.13.12.-|1.14.13.179;1.13.12.-|1.14.13.178;1.14.13.-|1.14.15.-|1.14.15.3;1.14.13.69;1.14.13.26;1.14.13.25;1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.1.1.11;1.1.1.15;1.1.1.56;1.1.1.250;1.1.1.16;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.287;1.1.1.289
