Reaction,SelenzymeRF
MNXR108047,3.5.3.7;3.5.3.1;3.5.3.-|3.5.3.24;3.5.3.17|3.5.3.7;3.5.3.22;2.6.1.21;2.1.4.1;3.5.3.25;2.1.4.3;3.5.3.3;2.4.2.31;2.6.1.69|3.5.3.23
MNXR108048,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR108055,1.1.1.223;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR108059,1.14.15.14;1.1.1.354|1.1.1.71;1.1.1.1|1.1.1.71;1.1.1.216
MNXR108073,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.84;1.14.13.225;1.14.13.54;1.14.13.105;1.14.14.1
MNXR108077,1.8.4.8;2.8.2.27;2.8.2.25;2.8.2.1;2.8.2.15|2.8.2.4;2.8.2.10;2.8.2|2.8.2.1|2.8.2.3|2.8.2.4;2.8.2.36;2.8.2.20;2.8.2.33;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2.23|2.8.2.29;2.8.2.8
MNXR108089,1.2.4.2;1.2.4.4;1.2.4.1
MNXR108091,3.2.1.85;5.4.2|5.4.2.2|5.4.2.7
MNXR108104,1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.37|1.1.1.96
MNXR108108,1.14.13.8;1.1.99.37;1.14.11.67;1.14.15.38;1.2.7.5;1.14.99.66;1.1.2.7;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67
MNXR108117,1.1.1.101;1.1.1.100|2.3.1.-;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.102
MNXR108123,2.1.1.68;2.1.1.25|2.1.1.6;2.1.1.104;2.1.1.42;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.169|2.1.1.68;2.1.1.128;2.1.1.146|2.1.1.279;2.1.1.155;2.1.1.336;2.1.1.65;2.1.1.338;2.1.1.116;2.1.1.283;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.222
MNXR108128,1.1.1.237;1.6.5.4;1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.37|1.1.1.96
MNXR108130,2.7.7.15|2.7.7.57;2.7.7.39;2.7.7.60
MNXR108158,6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.5.10;3.4.11.21;3.4.11.10|3.4.11.21|3.5.1.26
MNXR108178,3.5.1.117|3.5.1.46;6.3.2.56|6.3.2.ad;6.3.4.24;6.3.2.11;6.3.2.26;2.3.1.164;6.3.2.2
MNXR108186,4.1.1.69;4.1.1.103;4.1.1.55;1.13|1.13.12.19;2.3.1.165;2.3.1|2.3.1.39|2.3.1.74
MNXR108199,2.1.4.1;2.1.4.3;3.5.3.25;2.1.3.3
MNXR108233,1.4.3.5;1.11.1.1|1.14.12.17;1.11.1.8
MNXR108246,2.1.1.112;2.1.1.50;2.1.1.29;2.1.1.34;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51
MNXR108251,1.14.12.-|1.14.12.26;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.19;1.14.12.18;1.3.1.19;1.14.12.10;1.14.13.223;1.6.5.4
MNXR108258,4.1.1.103;4.1.1.69;4.1.1.91;4.1.1.46;1.10.3.15;1.13|1.13.12.19;4.1.1.61;2.3.1.165;4.1.1.63;4.1.1.7;2.3.1.151;2.3.1|2.3.1.39|2.3.1.74
MNXR108280,6.3.4.20
MNXR108373,1.14.99.9;2.3.1.43;3.1.1.13;1.1.99.36;1.1.2.8;4.2.1.112;1.14.11.33;1.3.1.72;2.1.1.41;3.7.1.12;2.3.1.26;4.1.1.1;4.1.2.62;4.1.2.4
MNXR108408,2.7.1.5;2.7.1.3;2.7.1.1;2.7.1.15;2.7.1.1|2.7.1.2|2.7.1.55
MNXR108450,1.14.15.1;1.14.11|1.14.11.-|1.14.11.13;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.28;1.14.11.-|1.14.11.55;1.14.11.76;1.14.11.41;1.14.15.36;1.14.11.21;1.14.15.4;1.14.13.156;1.14.15.38;1.4.3.13;1.8.3.5;1.14.19.43;1.14.19.27;1.14.19.35;1.14.19.23;1.14.19.42;1.14.19.2
MNXR108453,1.8.1.12;1.6.3.2;1.14.19.48;1.11.1.21;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5
MNXR108478,3.2.2.1;3.1.3.5;2.7.1.77
MNXR108502,2.8.3.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR108523,1.8.1.8;1.2.1.50;1.8.1.9
MNXR108550,2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
MNXR108600,6.3.2.25;6.3.1.14|6.3.2.22;6.3.2.60|6.3.2.M4;6.3.2.43;6.3.2.48;6.3.4.14|6.4.1.1;6.3.4.14;2.3.1.193;2.7.11.7;2.7.11.11|2.7.12.2
MNXR108602,2.8.1.13
MNXR108646,1.17.3.2|1.2.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13
MNXR108662,1.6.3.2;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.184;1.1.1.413;1.1.1.101;1.1.1.168|1.1.1.214|1.1.1.358;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
MNXR108667,1.1.1.50|1.3.1.20;1.3.1.20;1.14.12.12;1.3.1.29;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.6.9|1.7.2.3;1.12.1.2|1.12.1.5;1.14.13.131;1.14.13.69
MNXR108686,2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.127;2.1.1.319|2.1.1.320|2.1.1.321
MNXR108687,3.1.1.58;2.5.1.47|2.5.1.49|4.2.99.8;2.7.2.1
MNXR108708,2.6.1.7;2.6.1.14;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
MNXR108727,1.17.1.8
MNXR108731,6.2.1.65;1.11.1.6;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR108734,2.1.2|2.1.2.-|6.3.1.21
MNXR108737,2.8.2.1;2.8.2.1|2.8.2.3;1.8.4.8;2.8.2.15|2.8.2.4;2.8.2.20;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.24;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.35|2.8.2.5
MNXR108751,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR108758,1.14.11.46;1.13.11.78;2.6.1.37;2.7.7.14|2.7.7.an;1.14.11.72;2.1.1.308;4.1.2.27;1.1.1.262
MNXR108783,1.1.1.312|1.2.1.45;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.6.5.4;1.1.1.272;1.1.1.375;1.1.1.346;1.1.1.412;1.8.1.9;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
MNXR108784,1.13.11|1.13.11.3;1.14.14.117;1.13.11.-|1.13.11.8;1.14.18.1;1.3.5.2
MNXR108852,1.1.1.337|1.1.1.375;1.1.1.345;1.6.5.4;1.4.1.5;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
MNXR108862,1.14.99.24;1.4.3.13;1.8.3.3;1.8.3.5;1.3.3.6;1.14.18.1;1.3.5.2
MNXR108866,3.5.1.29;4.1.1.90;3.5.1.87;3.5.1.77;2.3.2.13;1.4.4.2
MNXR108880,3.2.1|3.2.1.-|3.2.1.22;2.4.1.10;2.4.1.99;2.4.1.10|3.2.1.20|3.2.1.26|3.2.1.48
MNXR108922,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR108933,2.1.1.76;2.1.1.88;2.1.1.169;2.1.1.114;2.1.1.201
MNXR108938,3.2.1.74;2.4.1.321;3.2.1.31;3.2.1.139;2.4.1.351;2.4.1.279;2.4.1.31;2.4.1.320;2.4.1.281;2.4.1.8;2.4.1.20;2.4.1.21
MNXR108944,2.5.1.32;4.2.3.148;2.5.1.60;4.2.3.150;2.5.1.21;4.2.3.8;4.2.3.168;4.2.3.167;2.5.1.59|2.5.1.60;4.2.3.180;4.2.3.-|4.2.3.130;4.2.3.17;2.5.1.41
MNXR108946,1.14.13.225|1.6.3.1;1.6.3.5;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.14.43|1.14.14.45;1.14.13.8
MNXR108954,1.2.1.5;1.2.1.3;3.5.3.1
MNXR108964,1.3.1.48;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR108971,1.14.99.19;1.14.19.77;1.4.3.13;1.14.11.4;1.14.11.33;1.14.11.58;1.14.11.7;1.14.11.2|1.14.11.29;1.14.11.63;1.14.11.51;1.14.16.5;1.14.11.27|1.14.11.65|1.14.11.67
MNXR109046,3.2.1.21;2.4.1.114|2.4.1.35
MNXR109062,1.6.3.1;1.1.3.15;1.4.3.3;1.3.3.6;1.8.3.5;1.3.3.16;1.4.3.13;1.2.3.1
MNXR109112,6.3.4.2;1.2.1.9
MNXR109123,1.3.5.6|1.3.99.26|1.3.99.28|1.3.99.30|1.3.99.31;5.5.1.-|5.5.1.19;5.5.1.-|5.5.1.18;4.2.1.131;1.3.99.27;1.14.15.9;1.3.8.2;1.13.11.84|1.14.99.42;1.14.99.44;1.13.11.71|1.14.99.-;1.13.11.51;1.14.14.17
MNXR109153,1.1.1.50;1.1.1.213;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.21|1.1.1.213|1.1.1.50|1.3.1.20
MNXR109162,1.1.1.149|1.1.1.357;1.1.1.149;1.1.1.51;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.149|1.1.1.62;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR109177,2.3.1.164;4.4.1.26;2.3.1.13|2.3.1.192;2.3.3.20;3.1.2|3.1.2.-|3.1.2.20|3.1.2.23;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR109203,1.1.1.234;1.1.1.219;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.3.1.77;1.8.1.15|1.8.1.9
MNXR109266,1.6.3.2;1.14.13.-|1.14.13.240;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1
MNXR109293,2.6.1.1|2.6.1.23;2.6.1.21;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57
MNXR109297,2.3.1.91;2.3.1.103;3.2.1.126;2.4.1.299|2.4.1.300;3.2.1.23
MNXR109406,1.2.1.59;2.1.3.12;2.1.3.2
MNXR109409,1.1.1.1
MNXR109445,1.2.1.28|1.2.1.3|1.2.1.7;1.2.1.3|1.2.1.5;1.2.1.29;1.6.5.4
MNXR109446,1.14.12.-|1.14.12.10;1.14.13.223;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.13.246;1.14.18.9;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.225;1.14.13.84;1.14.13.240;1.14.13.2|1.14.13.33
MNXR109500,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR109505,1.3.1.87;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.6.6.9|1.7.2.3
MNXR109520,3.8.1.5;1.13.11.49;4.5.1|5.5.1.7;1.14.20.14;4.5.1.1;3.8.1.2;4.5.1.3;1.21.4.5|1.21.4.a|1.8.99.-|2.5.1.-;1.3.1.32;1.14.14.173;1.14.14.172;3.8.1.6;1.14.19.60;1.11.2.2;1.14.12.11;1.14.19.9;1.14.19.58;1.14.19.59;3.5.4.43;3.8.1.8;2.5.1.18
MNXR109534,4.5.1.1;4.1.99.1|4.4.1.1|4.4.1.13|4.5.1.2;4.3.1.18|4.5.1.2
MNXR109554,1.13.11.2;1.13.11.76;1.13.11.15;1.13.11.1|1.13.11.M6;1.13.11.2|1.13.11.39;1.13.11.16;1.13.11.8;1.13.11.-|1.13.11.29;1.10.3.2
MNXR109577,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.5.4;1.14.13.223;1.14.12.-|1.14.12.26;1.14.12.10;1.14.13.25;1.14.13.87;1.14.13.26;1.14.13.246;1.14.18.9
MNXR109606,1.6.3.2;1.14.-.-|1.14.13.232|1.14.13.233;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.89;1.14.13.88;1.14.14.1
MNXR109611,1.14.11.67;1.13|1.13.12.19;1.14.11.27;1.14.11.27|1.14.11.65;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.58;1.14.11.4
MNXR109637,1.21.99.5|1.97.1.8;1.14.12.11;2.5.1.18
MNXR109646,5.5.1.1;2.8.3.12;1.13.11.1;2.2.1.12;4.3.1.3|4.3.1.6|4.3.1.7|4.3.1.9
MNXR109654,1.14.13.154;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.237;1.14.14.1
MNXR109659,2.1.1.254;2.1.1.49;2.1.1.210;2.1.1.238;2.1.1.237;2.1.1.239;2.1.1.101;2.1.1.102;2.1.1.112;2.1.1.29;2.1.1.34;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51
MNXR109682,3.5.1.131;3.5.1.84;2.1.3.3|6.3.4.16
MNXR109705,2.3.1.156;2.3.1.156|2.3.1.74;2.3.1.95
MNXR109745,1.2.1.3;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.21
MNXR109752,1.2.1.18;2.3.1.180
MNXR109758,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR109793,1.14.13.72;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.1
MNXR109800,6.2.1.34;6.2.1.12|6.2.1.34;2.3.1.133;2.3.1.99;2.3.1.64;2.3.1.110;2.3.1.217;2.3.1.188;2.3.1.215;2.3.1.153;2.3.1.159|2.3.1.74
MNXR109829,3.1.3.4;3.1.3.43;3.1.3.32;3.1.3.53;1.18.6.1;3.1.3.33;3.1.3.52
MNXR109832,1.14.99.46;3.5.1.106;3.1.1.-|3.1.1.92;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR109853,1.3.1.54;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR109876,2.6.1.30;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.11;1.4.7.1;2.6.1.19|2.6.1.55|2.6.1.ak
MNXR109937,3.2.1.169;2.4.1.255;2.4.1.109;2.4.1.41;3.2.1.52;3.2.1.50
MNXR109999,2.4.1.275;2.4.99.6;2.4.1.149;2.4.1.150;2.4.1.163|2.4.1.164;3.2.1.18
MNXR110003,2.4.2.46;2.4.2.47;3.2.1.70;2.4.2.43;2.7.4.29;2.4.1.-|2.4.1.330;2.4.1.18
MNXR110107,3.2.1.123;3.2.1.21
MNXR110120,4.2.3.18|4.2.3.29;4.2.3.30;4.2.3.44;4.2.3.35;4.2.3.183;4.2.3.28;4.2.3.31;4.2.3.196|4.2.3.fr;4.2.3.-|4.2.3.32;4.2.3.185;4.2.3.19;4.2.3.193;4.2.3.45;4.2.3.33;4.2.3.42;4.2.3.-|4.2.3.131;4.2.3.34;4.2.3.186;4.2.3.189;2.5.1.153;3.1.7.12;3.1.7.4;4.2.3.36;4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;4.2.3.49;4.2.3.136;2.5.1.124;2.5.1.123;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.78;4.2.3.68;4.2.3.144;4.2.3.158;4.2.3.79;4.2.3.160;4.2.3.120;4.2.3.108;4.2.3.204;4.2.3.76;4.2.3.116;4.2.3.117
MNXR110122,4.2.3.-|4.2.3.32;4.2.3.18;4.2.3.28;4.2.3.-|4.2.3.131;4.2.3.31;4.2.3.185;4.2.3.99;4.2.3.193;4.2.3.35;4.2.3.44;4.2.3.33;4.2.3.34;4.2.3.196|4.2.3.fr;4.2.3.19;4.2.3.45;4.2.3.18|4.2.3.29;4.2.3.30;4.2.3.42;4.2.3.183;4.2.3.204;4.2.3.76;4.2.3.186;4.2.3|4.2.3.-|4.2.3.56;4.2.3.115;4.2.3.158;4.2.3.136;4.2.3.80;4.2.3.67;4.2.3.205;4.2.3.37;4.2.3.-|4.2.3.129;4.2.3.69;4.2.3.191;4.2.3.51;4.2.3.189;4.2.3.17;4.2.3.73;4.2.3.133;4.2.3.62;4.2.3.68;4.2.3.79;4.2.3.22;4.2.3.87;4.2.3.172;4.2.3.81;4.2.3.54;4.2.3.36;4.2.3.61;4.2.3.9;4.2.3.6
MNXR110173,1.1.1.71;1.14.14.111;1.14.14.86;4.2.3.132;4.2.3.-|4.2.3.32;1.2.1.5;4.2.3.196|4.2.3.fr;4.2.3.34;3.1.7.10;5.5.1.13;4.2.3.31;1.14.14.67;3.1.7.7|4.2.3.194;4.2.3.30;4.2.3.18|4.2.3.29;1.14.13.72;1.14.11|1.14.11.-|1.14.11.12;1.14.14.1
MNXR110186,2.3.1.199;1.3.3.6;1.3.1.8;1.3.1.38;1.3.1.44;1.1.1.36;4.2.1.-|4.2.1.134;4.2.1.17
MNXR110187,2.3.1.199;1.3.3.6;1.3.1.8;1.3.1.38;1.3.1.44;1.1.1.36;4.2.1.-|4.2.1.134;4.2.1.17
MNXR110190,1.14.13.105;1.1.1.275;1.1.1|1.1.1.243;1.2.1.5;4.2.3.87;1.3.1.82;1.1.1.71;1.14.14.99;4.2.3.159;4.2.3.21;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.117;4.2.3.61;4.2.3.9;1.14.13.107;4.2.3.51;1.14.20.-|1.14.20.3;4.2.3.73;4.2.3.-|4.2.3.126;4.2.3.62;4.2.3.116;4.2.3.83;4.2.3.-|4.2.3.129;4.2.3.161;4.2.3.139;4.2.3.198|4.2.3.66;4.2.3.90;4.2.3.37;1.3.1.105;4.2.3.120;4.2.3.24;4.2.3.195;1.17.99.3;4.2.3.7;4.2.3.172;4.2.3.98;4.2.3.64;4.2.1.-|4.2.1.137;1.3.1.81;4.2.3.204;4.2.3.110;4.2.3.109;4.2.3.22
MNXR110194,1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR110205,1.14.13.105;1.6.3.5;1.14.13.225|1.6.3.1;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.84;1.14.14.1
MNXR110214,1.1.1.330;4.2.1.17;4.2.1.-|4.2.1.134
MNXR110216,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR110231,2.3.1.16
MNXR110233,1.3.1.82;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.71;1.6.5.4;1.14.13.225
MNXR110270,1.14.14.1
MNXR110276,5.4.99.39;5.4.99.52;5.4.99.41;5.4.99.35;5.4.99.36;5.4.99.32;5.4.99.50;5.4.99.33;5.4.99.8;5.4.99.46;5.4.99.56;5.4.99.47;5.4.99.48;5.4.99.51;5.4.99.7;4.2.1.124;5.4.99.31;4.2.1.123;5.4.99.17;1.14.14.17;5.4.99.38;5.4.99.37;5.4.99.65;1.14.14.126;4.2.1.-|4.2.1.137;1.3.1.96|2.5.1.21
MNXR110293,2.4.1.311;2.4.1.-|2.4.1.327;2.4.1.-|2.4.1.326;2.4.1.325;2.4.1.278;2.4.2.27;2.4.1.-|2.4.1.289;2.4.1.-|2.4.1.318;2.4.1.-|2.4.1.328;2.4.1.13;2.4.1.316;2.4.1.317;2.4.1.331;2.4.1.302;2.7.1.23
MNXR110299,2.4.1.311;2.4.1.-|2.4.1.327;2.4.1.-|2.4.1.326;2.4.1.325;2.4.1.278;2.4.2.27;2.4.1.-|2.4.1.289;2.4.1.-|2.4.1.318;2.4.1.-|2.4.1.328;2.4.1.316;2.4.1.13;2.4.1.317;2.4.1.331;2.4.1.302;2.7.1.23
MNXR110357,1.1.1.195;1.1.1.194|1.1.1.195|1.1.1.2;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.1.1.183|1.1.1.195|1.1.1.2;1.1.1.318;1.14.13.240;1.8.1.15|1.8.1.9
MNXR110457,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.237;1.14.13.88;1.14.13.89;1.14.14.1
MNXR110476,2.1.1.53;2.1.1.240;2.1.1.149;2.1.1.64
MNXR110481,2.4.1.327;2.4.1.311;2.4.1.-|2.4.1.326;2.4.1.325;2.4.1.-|2.4.1.318;2.4.1.-|2.4.1.328;2.4.1.278;2.4.2.27;2.4.1.-|2.4.1.289;2.4.1.13;2.4.1.316;2.4.1.331;2.4.1.317;2.4.1.302;2.7.1.23
MNXR110497,1.4.3.13;1.4.3.21;1.4.3.21|1.4.3.4;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8
MNXR110541,2.3.1.115;2.3.1.171;2.3.1.119;2.3.1.172;2.3.1.116;2.3.1.199;2.3.1.85|2.3.1.86;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.300;2.3.1.273;2.3.1.207;2.3.1.39
MNXR110560,2.1.1.149;2.1.1.149|2.1.1.267;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.114;2.1.1.169|2.1.1.68;2.1.1.155;2.1.1.104;2.1.1.283;2.1.1.6;2.1.1.109;2.1.1.128;2.1.1.65;2.1.1.338;2.1.1.116;2.1.1.110;2.1.1.76;2.1.1.292;2.1.1.336;2.1.1.-|2.1.1.291;2.1.1.88;2.1.1.118;2.1.1.222
MNXR110618,1.6.3.2;1.14.13.84;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.2|1.14.13.33;1.14.13.240;1.14.13.87;1.14.14.43|1.14.14.45;1.14.14.91;1.14.14.1|1.14.14.25
MNXR110658,5.3.99.-|5.99.1.4;1.13.11.-|1.13.11.56;1.8.1.15|1.8.1.9;1.11.1.1;2.8.2.1|2.8.2.3|2.8.2.4;1.11.1.14
MNXR110665,1.1.98.6;1.17.98.3;2.1.2|2.1.2.-|6.3.1.21
MNXR110669,1.14.12.12;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.26;1.13.12.-|1.14.13.179;1.14.13.128;1.14.13.131;1.14.13.245;1.14.13.224;1.13.12.-|1.14.13.178;1.14.13.246;1.6.5.4;1.14.13.223;1.14.18.9
MNXR110690,3.8.1.8;3.5.4.45|3.5.99.-;3.5.4.11;3.5.4.26;3.5.1.5
MNXR110711,2.1.1.53;2.1.1.285;2.1.1.306;2.1.1.305;2.1.1.164;2.1.1.238;2.1.1.239;2.1.1.237;2.1.1.102;2.1.1.101;2.1.1.365;2.1.1.129;2.1.1.267;1.16.1.8;2.8.4.5;2.1.1.333;2.3.1.231;2.1.1.215;2.8.4.3
MNXR110726,3.3.2.9;2.5.1.18
MNXR110738,2.5.1.18
MNXR110765,1.14.14.1;1.6.3.2
MNXR110766,1.14.14.1;1.6.3.2
MNXR110780,2.5.1.18
MNXR110790,1.14.14.-|1.14.14.1
MNXR110801,2.5.1.18
MNXR110841,1.1.1.285;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR110845,1.1.1.16;1.1.1.407;1.1.1.15;1.1.1.289;1.1.1.14;1.1.1.12|1.1.1.14;1.1.1.11|1.1.1.67;1.1.1.14|1.1.1.9;1.1.1.250;1.6.5.4;1.1.1.251|1.1.1.M6;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
MNXR110864,1.4.1.21;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
MNXR110884,1.14.13.69;1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225|1.6.3.1
MNXR110941,2.4.1.-|2.4.1.285;2.4.1.101;2.4.1.250;2.4.1.155;2.4.1.-|2.4.1.283;2.4.1.144;2.4.1.40;2.4.1.102;2.4.1.150;2.4.1.143;2.4.1.149;2.4.1.312;2.4.1.201;2.4.1.145;2.4.1.224;2.4.1.147;2.4.1.244;2.4.1.313
MNXR110956,2.5.1.39
MNXR111055,1.1.3.17;1.1.99.1;1.14.15.36;1.14.15.6;1.14.15.38;1.14.15.4;1.14.19.23;1.14.19.35;1.14.19.43;1.14.19.27;1.14.19.42;1.14.19.2
