reaction_id,Prediction
10233,"2.4.2,0.9490035772323608;2.7.7,0.028817791491746902;2.5.1,0.009999347850680351;1.3.1,0.003375847125425935;2.4.1,0.002922241808846593"
│ │                      │   │   │   │   │   │   12                          │ │
│ │                      │   │   │   │   │   })                              │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   5028: [                                 │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({                     │ │
│ │                      │   │   │   │   │   │   33,                         │ │
│ │                      │   │   │   │   │   │   34,                         │ │
│ │                      │   │   │   │   │   │   35,                         │ │
│ │                      │   │   │   │   │   │   29,                         │ │
│ │                      │   │   │   │   │   │   30,                         │ │
│ │                      │   │   │   │   │   │   31                          │ │
│ │                      │   │   │   │   │   }),                             │ │
│ │                      │   │   │   │   │   frozenset({                     │ │
│ │                      │   │   │   │   │   │   33,                         │ │
│ │                      │   │   │   │   │   │   5,                          │ │
│ │                      │   │   │   │   │   │   6,                          │ │
│ │                      │   │   │   │   │   │   57,                         │ │
│ │                      │   │   │   │   │   │   58,                         │ │
│ │                      │   │   │   │   │   │   31                          │ │
│ │                      │   │   │   │   │   })                              │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   245: [                                  │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({52}),                │ │
│ │                      │   │   │   │   │   frozenset({49}),                │ │
│ │                      │   │   │   │   │   frozenset({56}),                │ │
│ │                      │   │   │   │   │   frozenset({43}),                │ │
│ │                      │   │   │   │   │   frozenset({28}),                │ │
│ │                      │   │   │   │   │   frozenset({1}),                 │ │
│ │                      │   │   │   │   │   frozenset({23}),                │ │
│ │                      │   │   │   │   │   frozenset({14}),                │ │
│ │                      │   │   │   │   │   frozenset({27}),                │ │
│ │                      │   │   │   │   │   frozenset({24}),                │ │
│ │                      │   │   │   │   │   ... +30                         │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   8922: [                                 │ │
│ │                      │   │   │   │   [frozenset({6}), frozenset({30})]   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   3785: [                                 │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({9}),                 │ │
│ │                      │   │   │   │   │   frozenset({34}),                │ │
│ │                      │   │   │   │   │   frozenset({57}),                │ │
│ │                      │   │   │   │   │   frozenset({10}),                │ │
│ │                      │   │   │   │   │   frozenset({18}),                │ │
│ │                      │   │   │   │   │   frozenset({36}),                │ │
│ │                      │   │   │   │   │   frozenset({12}),                │ │
│ │                      │   │   │   │   │   frozenset({38})                 │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   2083: [                                 │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({25}),                │ │
│ │                      │   │   │   │   │   frozenset({40}),                │ │
│ │                      │   │   │   │   │   frozenset({16})                 │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   7644: [                                 │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({26}),                │ │
│ │                      │   │   │   │   │   frozenset({17})                 │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   4118: [[frozenset({31})]],              │ │
│ │                      │   │   │   ... +59                                 │ │
│ │                      │   │   }),                                         │ │
│ │                      │   │   defaultdict(<class 'list'>, {}),            │ │
│ │                      │   │   defaultdict(<class 'list'>, {}),            │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   2083: [[frozenset({0})]],               │ │
│ │                      │   │   │   2935: [[frozenset({0, 1, 2})]],         │ │
│ │                      │   │   │   5620: [                                 │ │
│ │                      │   │   │   │   [                                   │ │
│ │                      │   │   │   │   │   frozenset({0, 1}),              │ │
│ │                      │   │   │   │   │   frozenset({0, 2})               │ │
│ │                      │   │   │   │   ]                                   │ │
│ │                      │   │   │   ]                                       │ │
│ │                      │   │   })                                          │ │
│ │                      │   ],                                              │ │
│ │                      │   'products': []                                  │ │
│ │                      }                                                   │ │
│ │     atom_index_map = {                                                   │ │
│ │                      │   'reactants': [                                  │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'[C]1[C]=[C][C]=[N+]1': [              │ │
│ │                      │   │   │   │   frozenset({20, 21, 27, 29, 30}),    │ │
│ │                      │   │   │   │   frozenset({2, 3, 5, 6, 7})          │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[C]1=[C][N+][Fe-2][n][c]1': [         │ │
│ │                      │   │   │   │   frozenset({32, 6, 7, 8, 9, 31}),    │ │
│ │                      │   │   │   │   frozenset({                         │ │
│ │                      │   │   │   │   │   32,                             │ │
│ │                      │   │   │   │   │   18,                             │ │
│ │                      │   │   │   │   │   19,                             │ │
│ │                      │   │   │   │   │   20,                             │ │
│ │                      │   │   │   │   │   30,                             │ │
│ │                      │   │   │   │   │   31                              │ │
│ │                      │   │   │   │   })                                  │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[c]1[c][c][n][c]1': [                 │ │
│ │                      │   │   │   │   frozenset({33, 34, 36, 38, 57}),    │ │
│ │                      │   │   │   │   frozenset({32, 18, 9, 10, 12})      │ │
