reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
23361,2.4.1,2.4.1,2.4.2;2.4.1;1.3.1;2.4.99,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.185;2.4.1.170;2.4.1.-|2.4.1.286;2.4.1.186;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.81;2.4.1.202;2.4.1.17;2.4.1.237;2.4.1.234;2.4.1.-|2.4.1.266;2.4.1.239,,,2.4.1,2.4.1,2.4.2;2.4.1;1.3.1;2.4.99,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.185;2.4.1.170;2.4.1.-|2.4.1.286;2.4.1.186;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.81;2.4.1.202;2.4.1.17;2.4.1.237;2.4.1.234;2.4.1.-|2.4.1.266;2.4.1.239,,,2.4.1,2.4.1,2.4.2;2.4.1;1.3.1;2.4.99,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.185;2.4.1.170;2.4.1.-|2.4.1.286;2.4.1.186;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.81;2.4.1.202;2.4.1.17;2.4.1.237;2.4.1.234;2.4.1.-|2.4.1.266;2.4.1.239,,,2.4.1,2.4.1,2.5.1;2.1.1;2.3.1;1.2.1,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.185;2.4.1.170;2.4.1.-|2.4.1.286;2.4.1.186;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.81;2.4.1.202;2.4.1.17;2.4.1.237;2.4.1.234;2.4.1.-|2.4.1.266;2.4.1.239,,,2.4.1,2.4.1,2.5.1;2.1.1;2.3.1;1.2.1,2.4.1.194;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.185;2.4.1.170;2.4.1.-|2.4.1.286;2.4.1.186;2.4.1.220;2.4.1.128;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.81;2.4.1.202;2.4.1.17;2.4.1.237;2.4.1.234;2.4.1.-|2.4.1.266;2.4.1.239,,,2.4.1,2.4.1,,,2.4.1,2.4.1,,,2.4.1,,,,2.4.1.186,2.4.1.186,2.4.1.186,"2.4.1,0.9821419715881348;2.4.2,0.014190386049449444;2.7.8,0.001657419023104012;2.7.7,0.0005488685565069318;2.7.4,0.0004649281909223646",2.4.1.186,2.4.1;2.4.2;2.7.8;2.7.7;2.7.4,2.4.1.186,2.4.1;2.4.2;2.7.8;2.7.7;2.7.4,2.4.1.186,2.4.1;2.4.2;2.7.8;2.7.7;2.7.4,2.4.1.186,2.4.1;2.4.2;2.7.8;2.7.7;2.7.4,2.4.1.186
23441,3.8.1,5.3.99,3.8.1;3.1.7;3.1.3;3.1.5,1.14.19.58;1.14.19.59;3.8.1.7;1.14.14.173;2.5.1.18,,,3.8.1,5.3.99,3.8.1;3.1.7;3.1.3;3.1.5,1.14.19.58;1.14.19.59;3.8.1.7;1.14.14.173;2.5.1.18,,,3.5.4,5.3.99,3.8.1;3.1.7;3.1.3;3.1.5,1.14.19.58;1.14.19.59;3.8.1.7;1.14.14.173;2.5.1.18,,,3.5.4,5.3.99,4.3.2;3.1.2;2.3.2;4.3.3,1.14.19.58;1.14.19.59;3.8.1.7;1.14.14.173;2.5.1.18,,,3.5.4,5.3.99,4.3.2;3.1.2;2.3.2;4.3.3,1.14.19.58;1.14.19.59;3.8.1.7;1.14.14.173;2.5.1.18,,,1.3.99,5.3.99,,,1.3.99,5.3.99,,,1.3.99,,,,3.8.1.6,3.8.1.6,3.8.1.6,"3.8.1,0.9790687561035156;1.14.19,0.009962310083210468;3.6.1,0.001432039774954319;1.14.12,0.0011207492789253592;3.2.1,0.0007584746344946325",3.8.1.6,3.8.1;1.14.19;3.6.1;1.14.12;3.2.1,3.8.1.6,3.8.1;1.14.19;3.6.1;1.14.12;3.2.1,3.8.1.6,3.8.1;1.14.19;3.6.1;1.14.12;3.2.1,3.8.1.6,3.8.1;1.14.19;3.6.1;1.14.12;3.2.1,3.8.1.6
23525,2.3.1,3.2.1,4.1.2;4.2.1;1.13.11;3.3.2,2.3.1.103;2.3.1.91;3.2.1.21,,,2.3.1,3.2.1,4.1.2;4.2.1;1.13.11;3.3.2,2.3.1.103;2.3.1.91;3.2.1.21,,,3.2.1,3.2.1,4.1.2;4.2.1;1.13.11;3.3.2,2.3.1.103;2.3.1.91;3.2.1.21,,,3.2.1,3.2.1,2.9.1;2.7.2;3.1.4;6.5.1,2.3.1.103;2.3.1.91;3.2.1.21,,,3.2.1,3.2.1,2.9.1;2.7.2;3.1.4;6.5.1,2.3.1.103;2.3.1.91;3.2.1.21,,,3.2.1,3.2.1,,,3.2.1,3.2.1,,,3.2.1,,,,2.3.1.152,2.3.1.152,2.3.1.152,"2.3.1,0.624579906463623;5.1.3,0.17036408185958862;2.4.1,0.10024873912334442;3.2.1,0.05157503858208656;2.7.8,0.007214639335870743",2.3.1.152,2.3.1;5.1.3;2.4.1;3.2.1;2.7.8,2.3.1.152,2.3.1;5.1.3;2.4.1;3.2.1;2.7.8,2.3.1.152,2.3.1;5.1.3;2.4.1;3.2.1;2.7.8,2.3.1.152,2.3.1;5.1.3;2.4.1;3.2.1;2.7.8,2.3.1.152
23561,2.5.1,2.5.1,2.4.99;2.3.1;5.5.1;4.99.1,2.7.8.26,,,2.5.1,2.5.1,2.4.99;2.3.1;5.5.1;4.99.1,2.7.8.26,,,2.5.1,2.5.1,2.4.99;2.3.1;5.5.1;4.99.1,2.7.8.26,,,2.5.1,2.5.1,4.1.99;4.99.1;5.5.1;4.4.1,2.7.8.26,,,2.5.1,2.5.1,4.1.99;4.99.1;5.5.1;4.4.1,2.7.8.26,,,1.3.1,2.5.1,,,1.3.1,2.5.1,,,1.3.1,,,,2.7.8.26,2.7.8.26,2.7.8.26,"2.5.1,0.9706619381904602;2.7.8,0.014891027472913265;2.1.1,0.013216267339885235;2.7.7,0.0004427008971106261;2.7.1,7.220971747301519e-05",2.7.8.26,2.5.1;2.7.8;2.1.1;2.7.7;2.7.1,2.7.8.26,2.5.1;2.7.8;2.1.1;2.7.7;2.7.1,2.7.8.26,2.5.1;2.7.8;2.1.1;2.7.7;2.7.1,2.7.8.26,2.5.1;2.7.8;2.1.1;2.7.7;2.7.1,2.7.8.26
23573,2.3.1,2.3.1,6.3.3;4.1.99;2.5.1;2.3.1,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74,,,2.3.1,2.3.1,6.3.3;4.1.99;2.5.1;2.3.1,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74,,,2.3.1,2.3.1,6.3.3;4.1.99;2.5.1;2.3.1,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74,,,2.3.1,2.3.1,4.4.1;3.5.99;4.99.1;5.5.1,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74,,,2.3.1,2.3.1,4.4.1;3.5.99;4.99.1;5.5.1,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74,,,2.3.1,2.3.1,,,2.3.1,2.3.1,,,2.3.1,,,,2.3.1.156,2.3.1.156,2.3.1.156,"2.3.1,0.9984394907951355;3.1.2,0.0007337242714129388;2.3.3,0.00023189053172245622;6.2.1,0.0002112978691002354;4.1.1,0.00016735932149458677",2.3.1.156,2.3.1;3.1.2;2.3.3;6.2.1;4.1.1,2.3.1.156,2.3.1;3.1.2;2.3.3;6.2.1;4.1.1,2.3.1.156,2.3.1;3.1.2;2.3.3;6.2.1;4.1.1,2.3.1.156,2.3.1;3.1.2;2.3.3;6.2.1;4.1.1,2.3.1.156
23581,5.3.99,5.3.99;5.4.4,5.5.1;5.4.99;2.6.1;4.1.2,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,,,5.3.99,5.3.99;5.4.4,5.5.1;5.4.99;2.6.1;4.1.2,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,,,5.4.99,5.3.99;5.4.4,5.5.1;5.4.99;2.6.1;4.1.2,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,,,5.4.99,5.3.99;5.4.4,3.5.4;4.3.99;3.5.99;4.3.1,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,,,5.4.99,5.3.99;5.4.4,3.5.4;4.3.99;3.5.99;4.3.1,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,,,5.4.99,5.3.99;5.4.4,,,5.4.99,5.3.99;5.4.4,,,5.4.99,,,,5.3.99.4,5.3.99.4,5.3.99.4,"5.3.99,0.4137398898601532;1.11.1,0.3496464788913727;5.3.3,0.048920534551143646;3.3.2,0.04311671480536461;2.5.1,0.028658553957939148",5.3.99.4,5.3.99;1.11.1;5.3.3;3.3.2;2.5.1,5.3.99.4,5.3.99;1.11.1;5.3.3;3.3.2;2.5.1,5.3.99.4,5.3.99;1.11.1;5.3.3;3.3.2;2.5.1,5.3.99.4,5.3.99;1.11.1;5.3.3;3.3.2;2.5.1,5.3.99.4
23613,1.3.1,1.1.1,1.5.1;1.3.1;1.2.1;2.3.1,1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,,,1.3.1,1.1.1,1.5.1;1.3.1;1.2.1;2.3.1,1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,,,1.1.1,1.1.1,1.5.1;1.3.1;1.2.1;2.3.1,1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,,,1.1.1,1.1.1,4.1.1;4.1.2;4.2.1;1.3.3,1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,,,1.1.1,1.1.1,4.1.1;4.1.2;4.2.1;1.3.3,1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,,,1.3.1,1.1.1,,,1.3.1,1.1.1,,,1.3.1,,,,1.3.1.47,1.3.1.47,1.3.1.47,"1.3.1,0.6326247453689575;1.1.1,0.27605849504470825;1.6.5,0.020771512761712074;1.5.1,0.011027868837118149;1.16.1,0.010479582473635674",1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47
23617,1.3.1,1.1.1;1.3.1,1.3.1;1.5.1;1.1.1;2.3.1,1.11.1.1|1.11.1.2;1.6.5.4;1.3.1.22;1.1.1.100;1.3.1.10;1.1.1.417;1.1.1.413;1.1.1.170;1.2.1.106;1.14.13.54;1.3.1.113;1.14.13.225,,,1.3.1,1.1.1;1.3.1,1.3.1;1.5.1;1.1.1;2.3.1,1.11.1.1|1.11.1.2;1.6.5.4;1.3.1.22;1.1.1.100;1.3.1.10;1.1.1.417;1.1.1.413;1.1.1.170;1.2.1.106;1.14.13.54;1.3.1.113;1.14.13.225,,,1.1.1,1.1.1;1.3.1,1.3.1;1.5.1;1.1.1;2.3.1,1.11.1.1|1.11.1.2;1.6.5.4;1.3.1.22;1.1.1.100;1.3.1.10;1.1.1.417;1.1.1.413;1.1.1.170;1.2.1.106;1.14.13.54;1.3.1.113;1.14.13.225,,,1.1.1,1.1.1;1.3.1,1.13.12;1.13.11;1.1.3;5.4.4,1.11.1.1|1.11.1.2;1.6.5.4;1.3.1.22;1.1.1.100;1.3.1.10;1.1.1.417;1.1.1.413;1.1.1.170;1.2.1.106;1.14.13.54;1.3.1.113;1.14.13.225,,,1.1.1,1.1.1;1.3.1,1.13.12;1.13.11;1.1.3;5.4.4,1.11.1.1|1.11.1.2;1.6.5.4;1.3.1.22;1.1.1.100;1.3.1.10;1.1.1.417;1.1.1.413;1.1.1.170;1.2.1.106;1.14.13.54;1.3.1.113;1.14.13.225,,,1.3.1,1.1.1;1.3.1,,,1.3.1,1.1.1;1.3.1,,,1.3.1,,,,1.3.1.47,1.3.1.47,1.3.1.47,"1.3.1,0.6326247453689575;1.1.1,0.27605849504470825;1.6.5,0.020771512761712074;1.5.1,0.011027868837118149;1.16.1,0.010479582473635674",1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1,1.3.1.47
23661,3.5.4,,3.5.4;3.5.99;4.3.1;4.3.2,2.1.2.5;3.5.1.82;5.1.1.3,,,3.5.4,,3.5.4;3.5.99;4.3.1;4.3.2,2.1.2.5;3.5.1.82;5.1.1.3,,,4.2.1,,3.5.4;3.5.99;4.3.1;4.3.2,2.1.2.5;3.5.1.82;5.1.1.3,,,4.2.1,,5.3.99;1.2.1;5.1.1;4.2.1,2.1.2.5;3.5.1.82;5.1.1.3,,,4.2.1,,5.3.99;1.2.1;5.1.1;4.2.1,2.1.2.5;3.5.1.82;5.1.1.3,,,3.5.1,,,,3.5.1,,,,3.5.1,,,,3.5.2.7,3.5.2.7,3.5.2.7,"3.5.1,0.67853182554245;4.2.1,0.31390810012817383;3.5.4,0.004054301884025335;3.4.17,0.0007535992772318423;4.3.2,0.0005846621352247894",3.5.2.7,3.5.1;4.2.1;3.5.4;3.4.17;4.3.2,3.5.2.7,3.5.1;4.2.1;3.5.4;3.4.17;4.3.2,3.5.2.7,3.5.1;4.2.1;3.5.4;3.4.17;4.3.2,3.5.2.7,3.5.1;4.2.1;3.5.4;3.4.17;4.3.2,3.5.2.7
23689,3.5.4,1.3.99,3.5.99;3.5.4;4.3.1;4.3.3,3.5.4.4,,,3.5.4,1.3.99,3.5.99;3.5.4;4.3.1;4.3.3,3.5.4.4,,,3.5.4,1.3.99,3.5.99;3.5.4;4.3.1;4.3.3,3.5.4.4,,,3.5.4,1.3.99,4.3.2;2.3.2;2.6.1;1.4.99,3.5.4.4,,,3.5.4,1.3.99,4.3.2;2.3.2;2.6.1;1.4.99,3.5.4.4,,,3.5.4,1.3.99,,,3.5.4,1.3.99,,,3.5.4,,,,3.5.4.2,3.5.4.2,3.5.4.2,"3.5.4,0.9986346364021301;3.5.1,0.00046117420424707234;3.5.99,0.0003805563610512763;3.5.5,0.0001555975468363613;6.3.4,4.658560283132829e-05",3.5.4.2,3.5.4;3.5.1;3.5.99;3.5.5;6.3.4,3.5.4.2,3.5.4;3.5.1;3.5.99;3.5.5;6.3.4,3.5.4.2,3.5.4;3.5.1;3.5.99;3.5.5;6.3.4,3.5.4.2,3.5.4;3.5.1;3.5.99;3.5.5;6.3.4,3.5.4.2
23725,1.2.3,1.5.99,1.2.3;1.17.3;1.13.12;1.3.3,1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13,,,1.2.3,1.5.99,1.2.3;1.17.3;1.13.12;1.3.3,1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13,,,1.5.3,1.5.99,1.2.3;1.17.3;1.13.12;1.3.3,1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13,,,1.5.3,1.5.99,1.14.20;1.1.99;4.3.3;1.3.3,1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13,,,1.5.3,1.5.99,1.14.20;1.1.99;4.3.3;1.3.3,1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13,,,1.5.3,1.5.99,,,1.5.3,1.5.99,,,1.5.3,,,,1.2.3.8,1.2.3.8,1.2.3.8,"1.2.3,0.7713273763656616;1.1.3,0.11224689334630966;1.4.3,0.03721433877944946;1.11.1,0.016482500359416008;1.13.11,0.010184725746512413",1.2.3.8,1.2.3;1.1.3;1.4.3;1.11.1;1.13.11,1.2.3.8,1.2.3;1.1.3;1.4.3;1.11.1;1.13.11,1.2.3.8,1.2.3;1.1.3;1.4.3;1.11.1;1.13.11,1.2.3.8,1.2.3;1.1.3;1.4.3;1.11.1;1.13.11,1.2.3.8
23757,1.1.3,,1.1.3;1.7.3;1.13.11;1.13.12,1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2,,,1.1.3,,1.1.3;1.7.3;1.13.11;1.13.12,1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2,,,1.1.3,,1.1.3;1.7.3;1.13.11;1.13.12,1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2,,,1.1.3,,1.3.1;1.6.1;1.1.1;2.4.99,1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2,,,1.1.3,,1.3.1;1.6.1;1.1.1;2.4.99,1.3.3.12;1.1.3.10;1.1.3.9;1.1.3.41;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.17.3.2,,,1.1.3,,,,1.1.3,,,,1.1.3,,,,1.1.3.37,1.1.3.37,1.1.3.37,"1.1.3,0.6895079016685486;1.11.1,0.1322583109140396;1.2.3,0.06734731048345566;1.13.11,0.013335301540791988;1.3.3,0.011754145845770836",1.1.3.37,1.1.3;1.11.1;1.2.3;1.13.11;1.3.3,1.1.3.37,1.1.3;1.11.1;1.2.3;1.13.11;1.3.3,1.1.3.37,1.1.3;1.11.1;1.2.3;1.13.11;1.3.3,1.1.3.37,1.1.3;1.11.1;1.2.3;1.13.11;1.3.3,1.1.3.37
23797,3.1.1,3.1.1,3.1.1;2.3.2;1.13.11;1.13.12,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1;2.3.2;1.13.11;1.13.12,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1;2.3.2;1.13.11;1.13.12,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,1.6.99;1.21.99;1.16.1;1.3.99,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,1.6.99;1.21.99;1.16.1;1.3.99,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,,,3.1.1,3.1.1,,,3.1.1,,,,3.1.1.80,3.1.1.80,3.1.1.80,"3.1.1,0.9998962879180908;3.5.1,2.202765244874172e-05;4.1.1,9.541070539853536e-06;3.3.2,9.332736226497218e-06;1.2.98,7.102449671947397e-06",3.1.1.80,3.1.1;3.5.1;4.1.1;3.3.2;1.2.98,3.1.1.80,3.1.1;3.5.1;4.1.1;3.3.2;1.2.98,3.1.1.80,3.1.1;3.5.1;4.1.1;3.3.2;1.2.98,3.1.1.80,3.1.1;3.5.1;4.1.1;3.3.2;1.2.98,3.1.1.80
23885,2.1.1,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1,2.1.1.49;2.1.1.222,,,2.1.1,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1,2.1.1.49;2.1.1.222,,,2.1.1,2.1.1,2.1.1;2.5.1;2.8.4;2.3.1,2.1.1.49;2.1.1.222,,,2.1.1,2.1.1,4.2.99;3.3.2;5.4.2;3.2.1,2.1.1.49;2.1.1.222,,,2.1.1,2.1.1,4.2.99;3.3.2;5.4.2;3.2.1,2.1.1.49;2.1.1.222,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.1,2.1.1.1,2.1.1.1,"2.1.1,0.9739552140235901;2.3.1,0.012792062014341354;2.5.1,0.007249588146805763;2.8.4,0.003518654266372323;1.21.98,0.0005491765914484859",2.1.1.1,2.1.1;2.3.1;2.5.1;2.8.4;1.21.98,2.1.1.1,2.1.1;2.3.1;2.5.1;2.8.4;1.21.98,2.1.1.1,2.1.1;2.3.1;2.5.1;2.8.4;1.21.98,2.1.1.1,2.1.1;2.3.1;2.5.1;2.8.4;1.21.98,2.1.1.1
23909,2.5.1,1.3.1,4.99.1;5.5.1;5.3.99;7.2.1,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.5.1,1.3.1,4.99.1;5.5.1;5.3.99;7.2.1,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.1.1,1.3.1,4.99.1;5.5.1;5.3.99;7.2.1,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.1.1,1.3.1,2.1.3;4.3.2;1.4.99;4.3.3,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.1.1,1.3.1,2.1.3;4.3.2;1.4.99;4.3.3,1.16.1.8;2.3.1.244;2.3.1.161;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.1.1,1.3.1,,,2.1.1,1.3.1,,,2.1.1,,,,1.16.1.8,1.16.1.8,1.16.1.8,"2.5.1,0.6899652481079102;2.1.1,0.3089422583580017;1.1.1,0.00027084359317086637;4.1.99,0.0002075326192425564;2.8.4,0.00018190160335507244",1.16.1.8,2.5.1;2.1.1;1.1.1;4.1.99;2.8.4,1.16.1.8,2.5.1;2.1.1;1.1.1;4.1.99;2.8.4,1.16.1.8,2.5.1;2.1.1;1.1.1;4.1.99;2.8.4,1.16.1.8,2.5.1;2.1.1;1.1.1;4.1.99;2.8.4,1.16.1.8
23933,5.3.1,,3.2.1;4.2.1;5.4.99;4.2.99,5.1.3.9;2.5.1.57;2.7.1.60,,,5.3.1,,3.2.1;4.2.1;5.4.99;4.2.99,5.1.3.9;2.5.1.57;2.7.1.60,,,5.4.99,,3.2.1;4.2.1;5.4.99;4.2.99,5.1.3.9;2.5.1.57;2.7.1.60,,,5.4.99,,3.2.1;7.2.4;4.2.1;1.1.98,5.1.3.9;2.5.1.57;2.7.1.60,,,5.4.99,,3.2.1;7.2.4;4.2.1;1.1.98,5.1.3.9;2.5.1.57;2.7.1.60,,,5.4.99,,,,5.4.99,,,,5.4.99,,,,5.1.3.9,5.1.3.9,5.1.3.9,"5.1.3,0.7925912141799927;3.2.1,0.08221685141324997;5.3.1,0.02138933166861534;4.1.3,0.015553044155240059;2.3.1,0.015158978290855885",5.1.3.9,5.1.3;3.2.1;5.3.1;4.1.3;2.3.1,5.1.3.9,5.1.3;3.2.1;5.3.1;4.1.3;2.3.1,5.1.3.9,5.1.3;3.2.1;5.3.1;4.1.3;2.3.1,5.1.3.9,5.1.3;3.2.1;5.3.1;4.1.3;2.3.1,5.1.3.9
